Gene.symbol,Probe_count,Representative_probe,logFC,adj.P.Val,P.Value,DEG_status,Direction_consistency,All_probe_IDs
TLE4,1,204872_at,-1.43136007,7.59e-20,5.22e-22,Down,Down,204872_at
DGKH,3,227415_at,1.10922766,7.85e-20,5.42e-22,Up,Up,227415_at|240145_at|235952_at
FGFR2,4,208228_s_at,-1.77620079,7.91e-20,5.47e-22,Down,Down,208228_s_at|203638_s_at|211401_s_at|203639_s_at
FHDC1,1,226599_at,-1.35627783,9.23e-20,6.41e-22,Down,Down,226599_at
FIBIN,2,226769_at,-2.38975473,1.07e-19,7.48e-22,Down,Down,226769_at|231001_at
SLC26A7,3,1552827_s_at,-2.031737,1.1e-19,7.79e-22,Down,Down,1552827_s_at|1552826_at|239006_at
FBXO15,1,231472_at,-1.3086645,1.1e-19,7.750000000000001e-22,Down,Down,231472_at
DEPTOR,1,218858_at,-1.66281582,1.14e-19,8.08e-22,Down,Down,218858_at
PLD3,1,201050_at,1.07568424,1.17e-19,8.35e-22,Up,Up,201050_at
GATM,2,216733_s_at,-1.97865892,1.18e-19,8.45e-22,Down,Down,216733_s_at|203178_at
MIR31HG,1,1554097_a_at,2.56605707,1.35e-19,9.79e-22,Up,Up,1554097_a_at
BHLHE40,2,201170_s_at,1.84275888,1.35e-19,9.83e-22,Up,Up,201170_s_at|201169_s_at
NTN1,1,227816_at,-1.08860474,1.36e-19,9.87e-22,Down,Down,227816_at
EDIL3,1,225275_at,1.97438982,1.4e-19,1.02e-21,Up,Up,225275_at
SPATA18,1,229331_at,2.70697252,1.45e-19,1.0600000000000001e-21,Up,Up,229331_at
TIMP1,1,201666_at,2.17800742,1.79e-19,1.3300000000000001e-21,Up,Up,201666_at
STEAP4,1,225987_at,1.6844988,1.8e-19,1.35e-21,Up,Up,225987_at
AQP1,2,209047_at,1.50294745,1.84e-19,1.38e-21,Up,Up,209047_at|207542_s_at
KIZ,1,219961_s_at,-1.1393016,1.87e-19,1.41e-21,Down,Down,219961_s_at
DYNLRB2,1,238116_at,-1.60289189,1.97e-19,1.5e-21,Down,Down,238116_at
PLLP,1,204519_s_at,-1.16538728,1.97e-19,1.49e-21,Down,Down,204519_s_at
CA13,1,231270_at,1.04223465,2.06e-19,1.5800000000000001e-21,Up,Up,231270_at
LOC100507258,1,231270_at,1.04223465,2.06e-19,1.5800000000000001e-21,Up,Up,231270_at
SPX,2,221067_s_at,-1.05454417,2.1e-19,1.6200000000000002e-21,Down,Down,221067_s_at|229778_at
NAB2,1,212803_at,1.36073211,2.13e-19,1.6400000000000002e-21,Up,Up,212803_at
STXBP5L,2,240236_at,-2.72492986,2.16e-19,1.6600000000000001e-21,Down,Down,240236_at|215518_at
CFI,2,203854_at,2.02187921,2.18e-19,1.6900000000000001e-21,Up,Up,203854_at|1555564_a_at
PELI2,1,219132_at,-1.0974146,2.47e-19,1.92e-21,Down,Down,219132_at
DUSP6,3,208892_s_at,2.00786195,2.49e-19,1.94e-21,Up,Up,208892_s_at|208891_at|208893_s_at
PLK2,1,201939_at,1.28077409,2.63e-19,2.0600000000000002e-21,Up,Up,201939_at
PKHD1L1,1,230673_at,-3.63684016,2.74e-19,2.1500000000000003e-21,Down,Down,230673_at
CITED2,2,207980_s_at,-2.27501145,2.95e-19,2.3400000000000003e-21,Down,Down,207980_s_at|209357_at
MAMLD1,1,205088_at,1.83133662,3.05e-19,2.4300000000000003e-21,Up,Up,205088_at
CHCHD10,1,224932_at,-1.11949462,3.05e-19,2.4300000000000003e-21,Down,Down,224932_at
OGN,2,218730_s_at,-2.29598642,3.31e-19,2.6600000000000002e-21,Down,Down,218730_s_at|222722_at
MYOC,1,210155_at,-1.55631016,3.33e-19,2.6800000000000003e-21,Down,Down,210155_at
ANO5,1,229313_at,-1.7137236,3.34e-19,2.7e-21,Down,Down,229313_at
RPS6KA6,2,228503_at,-1.66910472,3.44e-19,2.79e-21,Down,Down,228503_at|228502_at
LMOD1,1,203766_s_at,-1.76220731,3.56e-19,2.89e-21,Down,Down,203766_s_at
ALDH1A2,1,207016_s_at,-1.51567606,3.58e-19,2.92e-21,Down,Down,207016_s_at
LOC101928635,1,207016_s_at,-1.51567606,3.58e-19,2.92e-21,Down,Down,207016_s_at
PRIMA1,1,230087_at,-1.07314242,3.59e-19,2.9300000000000004e-21,Down,Down,230087_at
VWA1,1,218731_s_at,1.31452723,3.68e-19,3.0200000000000004e-21,Up,Up,218731_s_at
MCTP2,2,220603_s_at,1.13257233,3.72e-19,3.0600000000000003e-21,Up,Up,220603_s_at|243109_at
DIRAS2,1,219619_at,-2.42284638,3.77e-19,3.11e-21,Down,Down,219619_at
PRDM1,1,228964_at,1.93300676,3.8e-19,3.14e-21,Up,Up,228964_at
SOX4,4,213668_s_at,1.54542736,3.92e-19,3.2600000000000002e-21,Up,Up,213668_s_at|201418_s_at|201416_at|201417_at
MAP3K6,1,219278_at,1.10791857,4.28e-19,3.58e-21,Up,Up,219278_at
PXK,1,1552275_s_at,-1.18789695,4.3e-19,3.6100000000000005e-21,Down,Down,1552275_s_at
PPARGC1A,1,219195_at,-2.56368509,4.47e-19,3.76e-21,Down,Down,219195_at
TESC,1,218872_at,2.72139856,4.66e-19,3.95e-21,Up,Up,218872_at
ICAM1,2,202638_s_at,2.16009332,4.66e-19,3.95e-21,Up,Up,202638_s_at|202637_s_at
ENDOD1,1,212573_at,1.0476173,4.9e-19,4.1800000000000005e-21,Up,Up,212573_at
CPEB3,1,205773_at,-1.0118117,5.27e-19,4.52e-21,Down,Down,205773_at
MFAP4,1,212713_at,-1.52789459,5.36e-19,4.6e-21,Down,Down,212713_at
NOL4,1,238605_at,-1.51975504,5.66e-19,4.8800000000000004e-21,Down,Down,238605_at
SYNPO,1,202796_at,1.1484179,5.74e-19,4.980000000000001e-21,Up,Up,202796_at
CLSTN2,1,229580_at,-1.42831177,6.07e-19,5.28e-21,Down,Down,229580_at
SPRY4,1,221489_s_at,1.28415091,6.09e-19,5.3200000000000004e-21,Up,Up,221489_s_at
PRUNE1,3,210988_s_at,-1.10871949,6.11e-19,5.34e-21,Down,Down,210988_s_at|209599_s_at|232490_s_at
PAPSS2,3,203060_s_at,-2.39644703,6.13e-19,5.3700000000000006e-21,Down,Down,203060_s_at|203058_s_at|203059_s_at
HES4,1,227347_x_at,1.07392931,6.15e-19,5.4e-21,Up,Up,227347_x_at
C16orf45,1,212736_at,1.18079184,6.53e-19,5.7600000000000004e-21,Up,Up,212736_at
FJX1,1,219522_at,1.25120041,6.69e-19,5.920000000000001e-21,Up,Up,219522_at
ME3,1,204663_at,1.03348767,6.75e-19,6e-21,Up,Up,204663_at
ASXL3,2,233536_at,-2.06340712,6.93e-19,6.180000000000001e-21,Down,Down,233536_at|214162_at
PCDH17,3,205656_at,1.40039989,7.1e-19,6.350000000000001e-21,Up,Up,205656_at|227289_at|228863_at
APLNR,1,213592_at,1.37118036,8.22e-19,7.44e-21,Up,Up,213592_at
KDELR3,2,204017_at,1.45262516,8.57e-19,7.790000000000001e-21,Up,Up,204017_at|207265_s_at
AIF1L,2,223075_s_at,-1.82683789,8.58e-19,7.82e-21,Down,Down,223075_s_at|223074_s_at
WWOX,2,223868_s_at,-1.2578066,8.72e-19,7.95e-21,Down,Down,223868_s_at|219077_s_at
MPPED2,2,205413_at,-2.92961336,8.77e-19,8.02e-21,Down,Down,205413_at|215692_s_at
SCN1B,1,205508_at,1.39722051,8.86e-19,8.16e-21,Up,Up,205508_at
F2R,1,203989_x_at,1.31499425,8.86e-19,8.14e-21,Up,Up,203989_x_at
FOXP2,2,235201_at,-2.33602315,8.87e-19,8.190000000000001e-21,Down,Down,235201_at|243278_at
ULBP2,1,238542_at,1.71280152,8.95e-19,8.28e-21,Up,Up,238542_at
MINA,4,213189_at,-1.34156188,9.4e-19,8.71e-21,Down,Down,213189_at|229132_at|213188_s_at|1554774_at
LPAR1,2,204037_at,-1.3341276,9.44e-19,8.770000000000001e-21,Down,Down,204037_at|204036_at
PROX1,3,229376_at,-1.80206563,9.57e-19,8.910000000000001e-21,Down,Down,229376_at|207401_at|228656_at
OSBPL10,1,219073_s_at,1.48630916,1.12e-18,1.05e-20,Up,Up,219073_s_at
SPINT1,1,202826_at,1.13582235,1.29e-18,1.23e-20,Up,Up,202826_at
SLC27A6,1,219932_at,3.31396155,1.44e-18,1.38e-20,Up,Up,219932_at
PBX4,1,230536_at,-1.3573199,1.46e-18,1.4e-20,Down,Down,230536_at
FGF7,1,205782_at,-1.0017345,1.53e-18,1.48e-20,Down,Down,205782_at
SH3RF1,1,225589_at,-1.2248886,1.64e-18,1.6e-20,Down,Down,225589_at
LOC102724517,1,238624_at,-1.01955317,1.67e-18,1.63e-20,Down,Down,238624_at
NLK,1,238624_at,-1.01955317,1.67e-18,1.63e-20,Down,Down,238624_at
RUNX2,1,232231_at,2.8668268,1.73e-18,1.69e-20,Up,Up,232231_at
AHNAK2,1,212992_at,2.25231433,1.79e-18,1.76e-20,Up,Up,212992_at
GRIN2C,1,210400_at,-1.59523426,1.87e-18,1.85e-20,Down,Down,210400_at
NFE2L3,2,204702_s_at,2.63564734,2.01e-18,2e-20,Up,Up,204702_s_at|236471_at
USP51,1,229278_at,-1.04386055,2.02e-18,2.01e-20,Down,Down,229278_at
C19orf33,1,223631_s_at,2.27806973,2.12e-18,2.13e-20,Up,Up,223631_s_at
CAPN3,3,210944_s_at,1.71003205,2.12e-18,2.12e-20,Up,Up,210944_s_at|214475_x_at|211890_x_at
NUPR1,1,209230_s_at,-1.63695101,2.12e-18,2.13e-20,Down,Down,209230_s_at
SOX9-AS1,1,230419_at,-1.39976389,2.12e-18,2.13e-20,Down,Down,230419_at
TSPAN5,3,225387_at,-1.55197492,2.14e-18,2.16e-20,Down,Down,225387_at|225388_at|209890_at
IRAK2,1,231779_at,1.4214709,2.15e-18,2.17e-20,Up,Up,231779_at
ATP11A,3,230875_s_at,1.46574603,2.19e-18,2.21e-20,Up,Up,230875_s_at|213582_at|216488_s_at
AGR3,1,228241_at,-2.50074618,2.39e-18,2.44e-20,Down,Down,228241_at
TMEM139,2,227753_at,-2.24937061,2.5e-18,2.57e-20,Down,Down,227753_at|229634_at
ID4,4,209293_x_at,-1.37183323,2.74e-18,2.83e-20,Down,Down,209293_x_at|209292_at|209291_at|226933_s_at
KCNIP4,2,236783_at,-2.03752099,2.81e-18,2.91e-20,Down,Down,236783_at|224530_s_at
KBTBD11,1,204301_at,-1.43148037,3.01e-18,3.14e-20,Down,Down,204301_at
CYP7B1,1,235438_at,-1.28061858,3.01e-18,3.15e-20,Down,Down,235438_at
SLC39A14,2,212110_at,-1.36359747,3.07e-18,3.21e-20,Down,Down,212110_at|1555434_a_at
TCEAL2,1,211276_at,-2.81643086,3.39e-18,3.58e-20,Down,Down,211276_at
TNFRSF11B,2,204933_s_at,-2.15620564,3.6e-18,3.83e-20,Down,Down,204933_s_at|204932_at
TGFBR1,2,224793_s_at,1.12558515,4.84e-18,5.19e-20,Up,Up,224793_s_at|236561_at
SCN3A,1,210432_s_at,-1.97014989,5.22e-18,5.63e-20,Down,Down,210432_s_at
MT1M,1,217546_at,-2.33509145,5.49e-18,5.94e-20,Down,Down,217546_at
SLC2A13,1,227176_at,1.40990097,6.19e-18,6.77e-20,Up,Up,227176_at
GNA14,2,220108_at,-1.83910536,6.25e-18,6.85e-20,Down,Down,220108_at|243580_at
SCG5,1,203889_at,2.53939382,6.53e-18,7.22e-20,Up,Up,203889_at
AK1,2,202588_at,1.05663653,6.53e-18,7.21e-20,Up,Up,202588_at|202587_s_at
CDKN2B,1,236313_at,2.27534694,7.15e-18,7.94e-20,Up,Up,236313_at
C1QTNF7,1,239349_at,-1.53114246,7.34e-18,8.19e-20,Down,Down,239349_at
IER5,1,218611_at,1.11236146,7.5e-18,8.42e-20,Up,Up,218611_at
KCTD16,1,233234_at,-1.06733403,7.83e-18,8.86e-20,Down,Down,233234_at
CASZ1,1,243386_at,-1.32173536,8.29e-18,9.45e-20,Down,Down,243386_at
MDK,1,209035_at,1.75254089,8.33e-18,9.51e-20,Up,Up,209035_at
FAM234B,1,213234_at,-1.25664488,8.5e-18,9.73e-20,Down,Down,213234_at
C11orf74,1,228249_at,-1.96526728,9.16e-18,1.06e-19,Down,Down,228249_at
NOX4,1,219773_at,1.92468793,9.35e-18,1.08e-19,Up,Up,219773_at
FBLN1,3,202995_s_at,-2.36714719,1.02e-17,1.19e-19,Down,Down,202995_s_at|202994_s_at|201787_at
N4BP2,1,228242_at,-1.00847611,1.1e-17,1.28e-19,Down,Down,228242_at
GUCY1B3,1,203817_at,1.20730928,1.11e-17,1.3e-19,Up,Up,203817_at
ANK2,1,202920_at,-2.30241724,1.14e-17,1.34e-19,Down,Down,202920_at
OGDHL,1,219277_s_at,-2.23686186,1.14e-17,1.34e-19,Down,Down,219277_s_at
GABBR2,4,209990_s_at,2.54620838,1.15e-17,1.36e-19,Up,Up,209990_s_at|217077_s_at|211679_x_at|209991_x_at
ZNF536,3,206403_at,-1.070106,1.21e-17,1.44e-19,Down,Down,206403_at|242715_at|239340_at
MEGF9,2,212830_at,1.26328065,1.3e-17,1.55e-19,Up,Up,212830_at|212831_at
PCOLCE2,1,219295_s_at,-1.75601795,1.59e-17,1.92e-19,Down,Down,219295_s_at
BAX,1,211833_s_at,1.05397594,1.67e-17,2.03e-19,Up,Up,211833_s_at
LMO3,4,204424_s_at,1.36599748,1.68e-17,2.05e-19,Up,Up,204424_s_at|1565936_a_at|231348_s_at|1565937_a_at
HES6,1,226446_at,1.35049416,1.79e-17,2.18e-19,Up,Up,226446_at
PRICKLE1,3,226065_at,1.65537926,1.84e-17,2.26e-19,Up,Up,226065_at|226069_at|230708_at
FHL1,5,214505_s_at,-1.8897909,1.88e-17,2.3e-19,Down,Down,214505_s_at|210298_x_at|201539_s_at|210299_s_at|201540_at
SERTM1,1,241672_at,-2.75441092,1.89e-17,2.31e-19,Down,Down,241672_at
IL17RD,1,227997_at,1.73181921,1.91e-17,2.36e-19,Up,Up,227997_at
NUP62CL,1,220520_s_at,-1.46738968,1.91e-17,2.35e-19,Down,Down,220520_s_at
HKDC1,1,227614_at,-1.71655365,2.14e-17,2.66e-19,Down,Down,227614_at
RNF157-AS1,1,230776_at,-1.96817692,2.23e-17,2.77e-19,Down,Down,230776_at
MUM1L1,1,229160_at,-2.80013314,2.26e-17,2.81e-19,Down,Down,229160_at
FXYD5,2,218084_x_at,1.8550103,2.27e-17,2.83e-19,Up,Up,218084_x_at|224252_s_at
SH3BGR,1,204979_s_at,-1.25874195,2.28e-17,2.85e-19,Down,Down,204979_s_at
SAMD4A,1,212845_at,1.24910344,2.34e-17,2.94e-19,Up,Up,212845_at
DENND1A,1,219763_at,1.08712902,2.38e-17,3e-19,Up,Up,219763_at
AUTS2,1,212599_at,1.6016303,2.48e-17,3.15e-19,Up,Up,212599_at
C4orf47,1,236915_at,-1.15306775,2.63e-17,3.37e-19,Down,Down,236915_at
MLLT3,2,204917_s_at,-1.05044801,2.64e-17,3.38e-19,Down,Down,204917_s_at|204918_s_at
SLC22A31,1,232765_x_at,1.08655061,2.67e-17,3.43e-19,Up,Up,232765_x_at
EPHA3,1,206070_s_at,-1.50084135,2.83e-17,3.64e-19,Down,Down,206070_s_at
TNFRSF10A,1,231775_at,1.25317742,2.9e-17,3.74e-19,Up,Up,231775_at
ITPR1,3,211323_s_at,-1.56297288,2.96e-17,3.82e-19,Down,Down,211323_s_at|216944_s_at|203710_at
CMTM3,1,224733_at,1.15451712,2.99e-17,3.86e-19,Up,Up,224733_at
TGFBR3,2,226625_at,-1.06521405,3.04e-17,3.94e-19,Down,Down,226625_at|204731_at
ECM1,1,209365_s_at,3.72943896,3.06e-17,3.97e-19,Up,Up,209365_s_at
RGS17,1,220334_at,-2.02784759,3.08e-17,4.01e-19,Down,Down,220334_at
IL1RAP,1,205227_at,1.81825326,3.2e-17,4.18e-19,Up,Up,205227_at
TACSTD2,1,202286_s_at,3.50867593,3.29e-17,4.31e-19,Up,Up,202286_s_at
SYNC,1,221276_s_at,1.35658463,3.31e-17,4.35e-19,Up,Up,221276_s_at
CDH2,2,203440_at,2.65388305,3.42e-17,4.52e-19,Up,Up,203440_at|203441_s_at
SLC6A6,1,228754_at,1.25733884,3.42e-17,4.51e-19,Up,Up,228754_at
GAS1,1,204457_s_at,-1.46902379,3.45e-17,4.57e-19,Down,Down,204457_s_at
EPB41L4B,2,220161_s_at,-1.23100199,3.66e-17,4.86e-19,Down,Down,220161_s_at|223427_s_at
MACROD2,2,1563209_a_at,3.06326886,3.81e-17,5.06e-19,Up,Up,1563209_a_at|235278_at
LOC646736,1,1570289_at,-2.41187138,3.83e-17,5.11e-19,Down,Down,1570289_at
RASSF6,2,229147_at,-2.469355,4.11e-17,5.5e-19,Down,Down,229147_at|235638_at
PDE9A,1,205593_s_at,1.16100016,4.2e-17,5.62e-19,Up,Up,205593_s_at
AGR2,2,209173_at,2.98288709,4.23e-17,5.68e-19,Up,Up,209173_at|228969_at
SORD,3,201562_s_at,-1.74031412,4.23e-17,5.67e-19,Down,Down,201562_s_at|201563_at|230782_at
LOC642852,1,228908_s_at,-1.15206805,4.51e-17,6.06e-19,Down,Down,228908_s_at
STON2,2,235852_at,-1.39261935,4.52e-17,6.1e-19,Down,Down,235852_at|227461_at
CX3CL1,1,823_at,1.33640604,4.52e-17,6.11e-19,Up,Up,823_at
C11orf80,2,204922_at,1.08486693,4.52e-17,6.1e-19,Up,Up,204922_at|238593_at
SREBF1,1,202308_at,1.00706587,4.56e-17,6.17e-19,Up,Up,202308_at
IKZF2,1,231929_at,1.17763792,4.65e-17,6.31e-19,Up,Up,231929_at
LOC105377832,1,1556147_at,-1.36798477,4.85e-17,6.61e-19,Down,Down,1556147_at
UGT2B28,1,211682_x_at,-1.11141281,4.85e-17,6.61e-19,Down,Down,211682_x_at
UGT8,2,228956_at,-1.94540669,4.91e-17,6.69e-19,Down,Down,228956_at|208358_s_at
CD93,1,202878_s_at,1.20235712,5.01e-17,6.84e-19,Up,Up,202878_s_at
TBX22,1,224017_at,-1.92588752,5.04e-17,6.89e-19,Down,Down,224017_at
PLEKHG4B,1,236255_at,-1.25858487,5.04e-17,6.9e-19,Down,Down,236255_at
ABI3BP,1,223395_at,-1.98631277,5.42e-17,7.44e-19,Down,Down,223395_at
NRP2,4,225566_at,1.21506748,5.57e-17,7.68e-19,Up,Up,225566_at|222877_at|214632_at|229225_at
PTX3,1,206157_at,-1.77874984,5.78e-17,8.01e-19,Down,Down,206157_at
GRAMD2,1,229616_s_at,-1.12846404,5.78e-17,7.99e-19,Down,Down,229616_s_at
DNAH7,1,214222_at,-1.0639536,6e-17,8.36e-19,Down,Down,214222_at
SETBP1,1,227478_at,-1.09527296,6.31e-17,8.81e-19,Down,Down,227478_at
RAP1GAP,1,203911_at,-2.02029891,6.53e-17,9.14e-19,Down,Down,203911_at
RAPGEF5,1,204681_s_at,1.02692198,6.79e-17,9.54e-19,Up,Up,204681_s_at
SNX4,1,205329_s_at,-1.1585376,6.85e-17,9.64e-19,Down,Down,205329_s_at
B3GNT7,2,1555962_at,1.38482869,6.94e-17,9.77e-19,Up,Up,1555962_at|1555963_x_at
SCNN1B,1,205464_at,-1.18207856,7.03e-17,9.94e-19,Down,Down,205464_at
CFAP43,1,231084_at,-1.17943911,7.44e-17,1.05e-18,Down,Down,231084_at
GCSH,2,213133_s_at,-1.26622593,7.46e-17,1.06e-18,Down,Down,213133_s_at|213129_s_at
LOC101060817,2,213133_s_at,-1.26622593,7.46e-17,1.06e-18,Down,Down,213133_s_at|213129_s_at
HRH1,1,205579_at,1.56877503,7.75e-17,1.1e-18,Up,Up,205579_at
IQCH,2,224165_s_at,-1.09499982,7.84e-17,1.12e-18,Down,Down,224165_s_at|220361_at
PRDM16,1,232424_at,-1.62643003,8.5e-17,1.21e-18,Down,Down,232424_at
PDE11A,1,237248_at,-1.32025597,8.71e-17,1.24e-18,Down,Down,237248_at
LOC101930164,1,233591_at,4.29634857,9.19e-17,1.32e-18,Up,Up,233591_at
TMEM220,1,229693_at,-1.04187374,9.2e-17,1.32e-18,Down,Down,229693_at
SLC25A15,2,222705_s_at,-2.30859749,9.61e-17,1.38e-18,Down,Down,222705_s_at|218653_at
SLITRK5,1,214930_at,-2.41063134,9.66e-17,1.39e-18,Down,Down,214930_at
AKIP1,1,220987_s_at,-1.55448223,9.67e-17,1.4e-18,Down,Down,220987_s_at
NUAK2,1,220987_s_at,-1.55448223,9.67e-17,1.4e-18,Down,Down,220987_s_at
ADGRL4,1,219134_at,1.41136578,1.03e-16,1.49e-18,Up,Up,219134_at
KHDRBS2,1,215527_at,-1.27143914,1.12e-16,1.63e-18,Down,Down,215527_at
ANGPTL1,3,224339_s_at,-1.88103414,1.17e-16,1.71e-18,Down,Down,224339_s_at|239183_at|231773_at
ALOX15B,2,206714_at,1.94013268,1.2e-16,1.75e-18,Up,Up,206714_at|1555416_a_at
FZD8,1,224325_at,-1.37386643,1.28e-16,1.89e-18,Down,Down,224325_at
MIR4683,1,224325_at,-1.37386643,1.28e-16,1.89e-18,Down,Down,224325_at
CTSC,4,201487_at,1.7864585,1.29e-16,1.9e-18,Up,Up,201487_at|225646_at|231234_at|225647_s_at
GSTM3,2,235867_at,-1.67901325,1.34e-16,1.99e-18,Down,Down,235867_at|202554_s_at
SNCA,1,204466_s_at,-1.13302666,1.36e-16,2.02e-18,Down,Down,204466_s_at
SLC34A2,1,204124_at,3.03423883,1.39e-16,2.08e-18,Up,Up,204124_at
ANXA1,1,201012_at,1.49909079,1.47e-16,2.2e-18,Up,Up,201012_at
DCAF17,1,220172_at,-1.02561048,1.47e-16,2.2e-18,Down,Down,220172_at
CYP1B1,3,202436_s_at,3.01375884,1.49e-16,2.25e-18,Up,Up,202436_s_at|202437_s_at|202435_s_at
SHANK2,3,213308_at,-1.45129027,1.49e-16,2.23e-18,Down,Down,213308_at|243681_at|213307_at
DNAJB4,2,203811_s_at,-1.59760377,1.51e-16,2.28e-18,Down,Down,203811_s_at|203810_at
KL,1,205978_at,1.59812897,1.53e-16,2.32e-18,Up,Up,205978_at
MYH10,2,212372_at,1.26785583,1.56e-16,2.36e-18,Up,Up,212372_at|213067_at
PCSK2,2,204870_s_at,3.61118648,1.64e-16,2.48e-18,Up,Up,204870_s_at|204869_at
SCN3B,2,204723_at,-1.55039076,1.65e-16,2.5e-18,Down,Down,204723_at|204722_at
ZFPM2,1,219778_at,-1.83280327,1.69e-16,2.57e-18,Down,Down,219778_at
ST3GAL5,1,203217_s_at,1.19112136,1.71e-16,2.6e-18,Up,Up,203217_s_at
SMOC2,1,223235_s_at,-2.51763858,1.86e-16,2.85e-18,Down,Down,223235_s_at
PEG3,2,209242_at,-1.71607162,1.98e-16,3.04e-18,Down,Down,209242_at|209243_s_at
MTUS1,2,212096_s_at,1.06525083,2.29e-16,3.55e-18,Up,Up,212096_s_at|239576_at
