ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,neg_log10_adjP,DEG_status
203178_at,2.61e-17,3.33e-19,-11.2752289,33.194314,-1.68508357,GATM,glycine amidinotransferase,16.5833594926617,Down
230369_at,2.62e-17,3.34e-19,11.2746362,33.1914682,1.06636536,GPR161,G protein-coupled receptor 161,16.5816987086803,Up
236915_at,2.63e-17,3.37e-19,-11.2732381,33.1847562,-1.15306775,C4orf47,chromosome 4 open reading frame 47,16.5800442515102,Down
204917_s_at,2.64e-17,3.38e-19,-11.2725083,33.1812525,-1.05044801,MLLT3,"MLLT3, super elongation complex subunit",16.5783960731302,Down
232765_x_at,2.67e-17,3.43e-19,11.2691878,33.1653101,1.08655061,SLC22A31,solute carrier family 22 member 31,16.5734887386354,Up
206070_s_at,2.83e-17,3.64e-19,-11.25701,33.1068357,-1.50084135,EPHA3,EPH receptor A3,16.5482135644757,Down
228863_at,2.87e-17,3.7e-19,11.253957,33.0921745,1.3398772,PCDH17,protocadherin 17,16.542118103266,Up
231775_at,2.9e-17,3.74e-19,11.2517849,33.0817431,1.25317742,TNFRSF10A,TNF receptor superfamily member 10a,16.537602002101,Up
211323_s_at,2.96e-17,3.82e-19,-11.2469735,33.0586357,-1.56297288,ITPR1,"inositol 1,4,5-trisphosphate receptor type 1",16.5287082889411,Down
224733_at,2.99e-17,3.86e-19,11.2450108,33.049209,1.15451712,CMTM3,CKLF like MARVEL transmembrane domain containing 3,16.5243288116756,Up
226625_at,3.04e-17,3.94e-19,-11.2407027,33.0285168,-1.06521405,TGFBR3,transforming growth factor beta receptor 3,16.5171264163912,Down
222810_s_at,3.05e-17,3.95e-19,11.2401931,33.0260691,1.09684609,RASAL2,RAS protein activator like 2,16.5157001606532,Up
209365_s_at,3.06e-17,3.97e-19,11.2390925,33.0207827,3.72943896,ECM1,extracellular matrix protein 1,16.5142785735184,Up
220334_at,3.08e-17,4.01e-19,-11.2374159,33.0127291,-2.02784759,RGS17,regulator of G-protein signaling 17,16.5114492834996,Down
205227_at,3.2e-17,4.18e-19,11.2286114,32.9704346,1.81825326,IL1RAP,interleukin 1 receptor accessory protein,16.4948500216801,Up
202286_s_at,3.29e-17,4.31e-19,11.2224649,32.9409049,3.50867593,TACSTD2,tumor-associated calcium signal transducer 2,16.48280410205,Up
221276_s_at,3.31e-17,4.35e-19,11.2204212,32.9310859,1.35658463,SYNC,"syncoilin, intermediate filament protein",16.4801720062243,Up
203440_at,3.42e-17,4.52e-19,11.2127581,32.894266,2.65388305,CDH2,cadherin 2,16.4659738939439,Up
228754_at,3.42e-17,4.51e-19,11.2128816,32.8948591,1.25733884,SLC6A6,solute carrier family 6 member 6,16.4659738939439,Up
226382_at,3.44e-17,4.54e-19,-11.211541,32.8884174,-1.20288182,,,16.4634415574285,Down
204457_s_at,3.45e-17,4.57e-19,-11.2104211,32.8830361,-1.46902379,GAS1,growth arrest specific 1,16.4621809049267,Down
220161_s_at,3.66e-17,4.86e-19,-11.1976554,32.8216879,-1.23100199,EPB41L4B,erythrocyte membrane protein band 4.1 like 4B,16.4365189146056,Down
1563209_a_at,3.81e-17,5.06e-19,11.1892012,32.7810538,3.06326886,MACROD2,MACRO domain containing 2,16.4190750243244,Up
1570289_at,3.83e-17,5.11e-19,-11.1872346,32.7716008,-2.41187138,LOC646736,uncharacterized LOC646736,16.4168012260314,Down
244788_at,3.95e-17,5.28e-19,11.1806325,32.7398642,1.04521709,,,16.4034029043735,Up
229147_at,4.11e-17,5.5e-19,-11.1722735,32.6996783,-2.469355,RASSF6,Ras association domain family member 6,16.3861581781239,Down
205593_s_at,4.2e-17,5.62e-19,11.1675584,32.6770085,1.16100016,PDE9A,phosphodiesterase 9A,16.3767507096021,Up
209173_at,4.23e-17,5.68e-19,11.1656981,32.6680636,2.98288709,AGR2,"anterior gradient 2, protein disulphide isomerase family member",16.373659632625,Up
201562_s_at,4.23e-17,5.67e-19,-11.1659969,32.6695006,-1.74031412,SORD,sorbitol dehydrogenase,16.373659632625,Down
228908_s_at,4.51e-17,6.06e-19,-11.1520481,32.6024257,-1.15206805,LOC642852,uncharacterized LOC642852,16.345823458122,Down
235852_at,4.52e-17,6.1e-19,-11.1508508,32.5966675,-1.39261935,STON2,stonin 2,16.3448615651886,Down
823_at,4.52e-17,6.11e-19,11.1505078,32.5950181,1.33640604,CX3CL1,C-X3-C motif chemokine ligand 1,16.3448615651886,Up
204922_at,4.52e-17,6.1e-19,11.1507701,32.5962793,1.08486693,C11orf80,chromosome 11 open reading frame 80,16.3448615651886,Up
202308_at,4.56e-17,6.17e-19,11.1483868,32.5848177,1.00706587,SREBF1,sterol regulatory element binding transcription factor 1,16.3410351573356,Up
231929_at,4.65e-17,6.31e-19,11.143753,32.5625315,1.17763792,IKZF2,IKAROS family zinc finger 2,16.33254704711,Up
1556147_at,4.85e-17,6.61e-19,-11.1343633,32.5173672,-1.36798477,LOC105377832,uncharacterized LOC105377832,16.3142582613977,Down
211682_x_at,4.85e-17,6.61e-19,-11.1344655,32.5178588,-1.11141281,UGT2B28,UDP glucuronosyltransferase family 2 member B28,16.3142582613977,Down
228956_at,4.91e-17,6.69e-19,-11.1317461,32.5047776,-1.94540669,UGT8,UDP glycosyltransferase 8,16.308918507877,Down
202878_s_at,5.01e-17,6.84e-19,11.1272848,32.4833163,1.20235712,CD93,CD93 molecule,16.3001622741328,Up
224017_at,5.04e-17,6.89e-19,-11.1258119,32.4762307,-1.92588752,TBX22,T-box 22,16.2975694635545,Down
236255_at,5.04e-17,6.9e-19,-11.1253714,32.4741115,-1.25858487,PLEKHG4B,pleckstrin homology and RhoGEF domain containing G4B,16.2975694635545,Down
223395_at,5.42e-17,7.44e-19,-11.1100437,32.4003652,-1.98631277,ABI3BP,ABI family member 3 binding protein,16.2660007134616,Down
225566_at,5.57e-17,7.68e-19,11.103559,32.3691608,1.21506748,NRP2,neuropilin 2,16.2541448048263,Up
226069_at,5.67e-17,7.82e-19,11.0998829,32.3514705,1.75461737,PRICKLE1,prickle planar cell polarity protein 1,16.2464169411071,Up
210298_x_at,5.78e-17,8e-19,-11.0951578,32.3287301,-1.93590809,FHL1,four and a half LIM domains 1,16.2380721615795,Down
206157_at,5.78e-17,8.01e-19,-11.0948291,32.3271485,-1.77874984,PTX3,pentraxin 3,16.2380721615795,Down
229616_s_at,5.78e-17,7.99e-19,-11.0953182,32.3295023,-1.12846404,GRAMD2,GRAM domain containing 2,16.2380721615795,Down
231311_at,5.94e-17,8.24e-19,11.0889103,32.2986615,1.39807774,,,16.2262135550188,Up
214222_at,6e-17,8.36e-19,-11.0861158,32.2852109,-1.0639536,DNAH7,dynein axonemal heavy chain 7,16.2218487496164,Down
227478_at,6.31e-17,8.81e-19,-11.0752244,32.2327838,-1.09527296,SETBP1,SET binding protein 1,16.1999706407559,Down
203911_at,6.53e-17,9.14e-19,-11.0676415,32.196278,-2.02029891,RAP1GAP,RAP1 GTPase activating protein,16.1850868187249,Down
204681_s_at,6.79e-17,9.54e-19,11.0588783,32.1540854,1.02692198,RAPGEF5,Rap guanine nucleotide exchange factor 5,16.1681302257195,Up
205329_s_at,6.85e-17,9.64e-19,-11.0567306,32.1437441,-1.1585376,SNX4,sorting nexin 4,16.1643094285076,Down
1555962_at,6.94e-17,9.77e-19,11.0539568,32.130388,1.38482869,B3GNT7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",16.1586405295451,Up
201539_s_at,6.95e-17,9.8e-19,-11.0532738,32.1270989,-2.00852321,FHL1,four and a half LIM domains 1,16.1580151954099,Down
239292_at,6.95e-17,9.81e-19,11.0530852,32.1261908,1.44597143,,,16.1580151954099,Up
205464_at,7.03e-17,9.94e-19,-11.0504021,32.1132704,-1.18207856,SCNN1B,sodium channel epithelial 1 beta subunit,16.1530446749802,Down
231084_at,7.44e-17,1.05e-18,-11.0386885,32.0568594,-1.17943911,CFAP43,cilia and flagella associated protein 43,16.1284270644541,Down
213133_s_at,7.46e-17,1.06e-18,-11.037805,32.0526039,-1.26622593,LOC101060817///GCSH,"glycine cleavage system H protein, mitochondrial-like///glycine cleavage system protein H",16.1272611725273,Down
202994_s_at,7.66e-17,1.09e-18,-11.032101,32.0251313,-2.08735695,FBLN1,fibulin 1,16.1157712303674,Down
205579_at,7.75e-17,1.1e-18,11.0292758,32.011523,1.56877503,HRH1,histamine receptor H1,16.1106982974937,Up
224165_s_at,7.84e-17,1.12e-18,-11.0267597,31.9994033,-1.09499982,IQCH,IQ motif containing H,16.1056839373156,Down
232424_at,8.5e-17,1.21e-18,-11.0096819,31.9171313,-1.62643003,PRDM16,PR/SET domain 16,16.0705810742857,Down
237248_at,8.71e-17,1.24e-18,-11.0042947,31.8911749,-1.32025597,PDE11A,phosphodiesterase 11A,16.0599818449923,Down
217127_at,8.82e-17,1.26e-18,-11.0015521,31.8779602,-1.54751898,CTH,cystathionine gamma-lyase,16.0545314148682,Down
233591_at,9.19e-17,1.32e-18,10.992624,31.8349377,4.29634857,LOC101930164,uncharacterized LOC101930164,16.0366844886139,Up
229693_at,9.2e-17,1.32e-18,-10.9919708,31.8317902,-1.04187374,TMEM220,transmembrane protein 220,16.0362121726544,Down
1556696_s_at,9.5e-17,1.37e-18,10.9851339,31.7988413,1.42358803,NR2F1-AS1,NR2F1 antisense RNA 1,16.0222763947112,Up
222705_s_at,9.61e-17,1.38e-18,-10.9823669,31.7855057,-2.30859749,SLC25A15,solute carrier family 25 member 15,16.0172766123315,Down
214930_at,9.66e-17,1.39e-18,-10.9809655,31.7787515,-2.41063134,SLITRK5,SLIT and NTRK like family member 5,16.0150228735845,Down
220987_s_at,9.67e-17,1.4e-18,-10.9804999,31.7765076,-1.55448223,NUAK2///AKIP1,NUAK family kinase 2///A-kinase interacting protein 1,16.014573525917,Down
219134_at,1.03e-16,1.49e-18,10.9667687,31.7103214,1.41136578,ADGRL4,adhesion G protein-coupled receptor L4,15.9871627752948,Up
223427_s_at,1.1e-16,1.6e-18,-10.9529209,31.643562,-1.52970994,EPB41L4B,erythrocyte membrane protein band 4.1 like 4B,15.9586073148418,Down
208358_s_at,1.1e-16,1.61e-18,-10.9519535,31.6388979,-1.15765443,UGT8,UDP glycosyltransferase 8,15.9586073148418,Down
215527_at,1.12e-16,1.63e-18,-10.9490059,31.6246859,-1.27143914,KHDRBS2,"KH RNA binding domain containing, signal transduction associated 2",15.9507819773298,Down
224339_s_at,1.17e-16,1.71e-18,-10.9385871,31.5744478,-1.88103414,ANGPTL1,angiopoietin like 1,15.9318141382538,Down
206714_at,1.2e-16,1.75e-18,10.9337405,31.551076,1.94013268,ALOX15B,"arachidonate 15-lipoxygenase, type B",15.9208187539524,Up
214958_s_at,1.23e-16,1.81e-18,10.9276828,31.5218621,1.07823274,TMC6,transmembrane channel like 6,15.9100948885606,Up
224325_at,1.28e-16,1.89e-18,-10.9190138,31.4800515,-1.37386643,MIR4683///FZD8,microRNA 4683///frizzled class receptor 8,15.8927900303521,Down
201487_at,1.29e-16,1.9e-18,10.9170471,31.4705651,1.7864585,CTSC,cathepsin C,15.8894102897008,Up
214307_at,1.3e-16,1.92e-18,-10.9155305,31.4632501,-1.95960499,HGD,"homogentisate 1,2-dioxygenase",15.8860566476932,Down
225571_at,1.31e-16,1.94e-18,-10.9133735,31.4528455,-2.22317973,LIFR,leukemia inhibitory factor receptor alpha,15.8827287043442,Down
218691_s_at,1.32e-16,1.95e-18,10.9121996,31.4471832,1.69874957,PDLIM4,PDZ and LIM domain 4,15.8794260687941,Up
235867_at,1.34e-16,1.99e-18,-10.9079593,31.4267286,-1.67901325,GSTM3,glutathione S-transferase mu 3,15.8728952016352,Down
209514_s_at,1.34e-16,1.99e-18,10.9082225,31.4279987,1.57708468,RAB27A,"RAB27A, member RAS oncogene family",15.8728952016352,Up
215518_at,1.34e-16,1.99e-18,-10.9074693,31.4243652,-1.50179764,STXBP5L,syntaxin binding protein 5 like,15.8728952016352,Down
204466_s_at,1.36e-16,2.02e-18,-10.9052567,31.4136916,-1.13302666,SNCA,synuclein alpha,15.8664610916298,Down
220361_at,1.37e-16,2.05e-18,-10.9018509,31.3972612,-1.36047072,IQCH,IQ motif containing H,15.8632794328436,Down
239062_at,1.37e-16,2.04e-18,10.9028875,31.4022622,1.33852766,TNRC6C-AS1,TNRC6C antisense RNA 1,15.8632794328436,Up
1554774_at,1.38e-16,2.06e-18,-10.9004557,31.3905304,-1.29059347,MINA,MYC induced nuclear antigen,15.8601209135988,Down
204124_at,1.39e-16,2.08e-18,10.8992163,31.3845513,3.03423883,SLC34A2,solute carrier family 34 member 2,15.8569851997459,Up
201012_at,1.47e-16,2.2e-18,10.8870505,31.3258545,1.49909079,ANXA1,annexin A1,15.8326826652518,Up
220172_at,1.47e-16,2.2e-18,-10.8869033,31.3251443,-1.02561048,DCAF17,DDB1 and CUL4 associated factor 17,15.8326826652518,Down
202436_s_at,1.49e-16,2.25e-18,10.8830493,31.3065478,3.01375884,CYP1B1,cytochrome P450 family 1 subfamily B member 1,15.8268137315877,Up
213308_at,1.49e-16,2.23e-18,-10.8841437,31.3118288,-1.45129027,SHANK2,SH3 and multiple ankyrin repeat domains 2,15.8268137315877,Down
203811_s_at,1.51e-16,2.28e-18,-10.880371,31.293624,-1.59760377,DNAJB4,DnaJ heat shock protein family (Hsp40) member B4,15.8210230527068,Down
205978_at,1.53e-16,2.32e-18,10.8768794,31.2767751,1.59812897,KL,klotho,15.8153085691824,Up
224530_s_at,1.55e-16,2.35e-18,-10.8739649,31.2627106,-1.04922838,KCNIP4,potassium voltage-gated channel interacting protein 4,15.8096683018297,Down
212372_at,1.56e-16,2.36e-18,10.8729568,31.2578455,1.26785583,MYH10,"myosin, heavy chain 10, non-muscle",15.8068754016455,Up
204870_s_at,1.64e-16,2.48e-18,10.8626382,31.2080464,3.61118648,PCSK2,proprotein convertase subtilisin/kexin type 2,15.7851561519523,Up
204723_at,1.65e-16,2.5e-18,-10.861107,31.200656,-1.55039076,SCN3B,sodium voltage-gated channel beta subunit 3,15.7825160557861,Down
219778_at,1.69e-16,2.57e-18,-10.8552014,31.1721516,-1.83280327,ZFPM2,"zinc finger protein, FOG family member 2",15.7721132953863,Down
203217_s_at,1.71e-16,2.6e-18,10.8533002,31.1629749,1.19112136,ST3GAL5,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5",15.7670038896078,Up
229477_at,1.82e-16,2.78e-18,10.8393196,31.095486,2.73829453,THRSP,thyroid hormone responsive,15.7399286120149,Up
223235_s_at,1.86e-16,2.85e-18,-10.8343661,31.0715714,-2.51763858,SMOC2,SPARC related modular calcium binding 2,15.7304870557821,Down
209242_at,1.98e-16,3.04e-18,-10.820904,31.0065718,-1.71607162,PEG3,paternally expressed 3,15.7033348097385,Down
1554027_a_at,2.03e-16,3.12e-18,-10.8158695,30.9822611,-1.26848905,SLC4A4,solute carrier family 4 member 4,15.6925039620868,Down
231240_at,2.19e-16,3.37e-18,-10.7997133,30.9042364,-2.02024069,DIO2,"deiodinase, iodothyronine, type II",15.6595558851599,Down
1555963_x_at,2.22e-16,3.42e-18,10.797201,30.8921025,1.50262574,B3GNT7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",15.6536470255494,Up
218653_at,2.29e-16,3.55e-18,-10.7894567,30.8546964,-2.22591527,SLC25A15,solute carrier family 25 member 15,15.6401645176601,Down
212096_s_at,2.29e-16,3.55e-18,10.789556,30.8551759,1.06525083,MTUS1,microtubule associated tumor suppressor 1,15.6401645176601,Up
215692_s_at,2.35e-16,3.64e-18,-10.7841904,30.8292577,-1.94717013,MPPED2,metallophosphoesterase domain containing 2,15.6289321377283,Down
202437_s_at,2.42e-16,3.76e-18,10.7777142,30.7979722,3.32118708,CYP1B1,cytochrome P450 family 1 subfamily B member 1,15.6161846340196,Up
223634_at,2.46e-16,3.83e-18,10.7734906,30.7775679,1.44662352,RASD2,RASD family member 2,15.6090648928966,Up
209288_s_at,2.67e-16,4.17e-18,10.7561104,30.6935933,1.28459264,CDC42EP3,CDC42 effector protein 3,15.5734887386354,Up
210179_at,2.7e-16,4.23e-18,-10.7533238,30.6801282,-2.08119663,KCNJ13,potassium voltage-gated channel subfamily J member 13,15.568636235841,Down
220751_s_at,2.78e-16,4.36e-18,-10.7470855,30.6499821,-1.38514878,FAXDC2,fatty acid hydroxylase domain containing 2,15.5559552040819,Down
218368_s_at,2.86e-16,4.5e-18,10.7406852,30.6190514,1.91491622,TNFRSF12A,TNF receptor superfamily member 12A,15.543633966871,Up
203413_at,2.87e-16,4.51e-18,10.7401167,30.6163043,2.60607192,NELL2,neural EGFL like 2,15.542118103266,Up
225867_at,2.92e-16,4.61e-18,10.7358368,30.5956196,1.05366146,VASN,vasorin,15.5346171485516,Up
229656_s_at,2.94e-16,4.66e-18,-10.7336438,30.5850203,-1.43651628,EML6,echinoderm microtubule associated protein like 6,15.5316526695878,Down
227314_at,3.03e-16,4.81e-18,10.7270594,30.5531956,1.99569622,ITGA2,integrin subunit alpha 2,15.5185573714977,Up
206179_s_at,3.1e-16,4.92e-18,-10.7223449,30.5304071,-1.03353873,TPPP,tubulin polymerization promoting protein,15.5086383061657,Down
205713_s_at,3.12e-16,4.97e-18,10.7204284,30.5211432,2.48197121,COMP,cartilage oligomeric matrix protein,15.5058454059816,Up
244340_x_at,3.31e-16,5.29e-18,10.7077968,30.46008,1.43059935,,,15.4801720062243,Up
213582_at,3.36e-16,5.37e-18,10.7045356,30.4443133,1.37420035,ATP11A,ATPase phospholipid transporting 11A,15.4736607226102,Up
227955_s_at,3.67e-16,5.92e-18,-10.684662,30.348222,-1.18933563,EFNA5,ephrin A5,15.4353339357479,Down
239297_at,3.9e-16,6.31e-18,-10.671435,30.284257,-1.62747775,LOC101927137///KIAA1456,uncharacterized LOC101927137///KIAA1456,15.4089353929735,Down
201842_s_at,3.91e-16,6.33e-18,-10.6707267,30.2808316,-1.68878212,EFEMP1,EGF containing fibulin like extracellular matrix protein 1,15.4078232426041,Down
230067_at,4.06e-16,6.59e-18,-10.6625342,30.2412085,-1.08401935,FAM124A,family with sequence similarity 124 member A,15.3914739664228,Down
207542_s_at,4.15e-16,6.76e-18,10.6574845,30.2167843,1.06922891,AQP1,aquaporin 1 (Colton blood group),15.3819519032879,Up
235278_at,4.16e-16,6.77e-18,10.6570131,30.2145039,2.5738039,MACROD2,MACRO domain containing 2,15.3809066693733,Up
202435_s_at,4.17e-16,6.82e-18,10.6557649,30.2084665,2.87682833,CYP1B1,cytochrome P450 family 1 subfamily B member 1,15.3798639450262,Up
201474_s_at,4.17e-16,6.81e-18,10.6560097,30.2096508,1.15521381,ITGA3,integrin subunit alpha 3,15.3798639450262,Up
228557_at,4.21e-16,6.88e-18,-10.6537087,30.1985207,-1.10211207,L3MBTL4,l(3)mbt-like 4 (Drosophila),15.3757179041643,Down
222722_at,4.25e-16,6.97e-18,-10.6512672,30.1867107,-2.42264097,OGN,osteoglycin,15.3716110699497,Down
231179_at,4.47e-16,7.36e-18,-10.6399346,30.1318895,-2.16019856,IP6K3,inositol hexakisphosphate kinase 3,15.3496924768681,Down
229247_at,4.47e-16,7.35e-18,-10.640247,30.1334011,-1.17202794,FBLN7,fibulin 7,15.3496924768681,Down
213241_at,4.69e-16,7.77e-18,10.629042,30.0791916,2.28592227,PLXNC1,plexin C1,15.3288271572849,Up
1554143_a_at,4.69e-16,7.78e-18,-10.6287063,30.0775674,-1.26161028,SUGT1P3,"SGT1 homolog, MIS12 kinetochore complex assembly cochaperone pseudogene 3",15.3288271572849,Down
229073_at,4.7e-16,7.8e-18,-10.6281853,30.0750464,-1.53312521,PRTG,protogenin,15.3279021420643,Down
201843_s_at,4.72e-16,7.85e-18,-10.626839,30.0685325,-1.86301442,EFEMP1,EGF containing fibulin like extracellular matrix protein 1,15.3260580013659,Down
231944_at,4.94e-16,8.24e-18,-10.617028,30.0210615,-1.49854134,ERO1B,endoplasmic reticulum oxidoreductase 1 beta,15.3062730510764,Down
225871_at,4.98e-16,8.31e-18,-10.6151243,30.0118496,-1.6317662,STEAP2,STEAP2 metalloreductase,15.3027706572403,Down
209087_x_at,4.99e-16,8.33e-18,10.6146582,30.0095942,1.3632569,MCAM,melanoma cell adhesion molecule,15.3018994543766,Up
226207_at,5.19e-16,8.69e-18,-10.6060004,29.9676982,-1.11036041,RILPL1,Rab interacting lysosomal protein like 1,15.2848326421515,Down
209071_s_at,5.34e-16,8.96e-18,10.5998362,29.9378674,1.3691513,RGS5,regulator of G-protein signaling 5,15.2724587429714,Up
204359_at,5.35e-16,8.99e-18,-10.5990764,29.93419,-1.27426399,LOC100506718///FLRT2,uncharacterized LOC100506718///fibronectin leucine rich transmembrane protein 2,15.2716462179788,Down
204722_at,5.41e-16,9.11e-18,-10.5963755,29.9211188,-1.21984046,SCN3B,sodium voltage-gated channel beta subunit 3,15.2668027348934,Down
201787_at,5.43e-16,9.16e-18,-10.5954082,29.916437,-1.1244726,FBLN1,fibulin 1,15.2652001704112,Down
234331_s_at,5.78e-16,9.77e-18,10.5821876,29.8524488,1.66888807,FAM84A,family with sequence similarity 84 member A,15.2380721615795,Up
225685_at,6.05e-16,1.03e-17,10.5716263,29.8013256,1.54267587,CDC42EP3,CDC42 effector protein 3,15.2182446253475,Up
204036_at,6.25e-16,1.07e-17,-10.56436,29.7661497,-1.3723873,LPAR1,lysophosphatidic acid receptor 1,15.2041199826559,Down
208893_s_at,6.26e-16,1.07e-17,10.56376,29.763245,1.99937343,DUSP6,dual specificity phosphatase 6,15.2034256667896,Up
229094_at,6.26e-16,1.07e-17,-10.5636734,29.762826,-1.83729197,ATP6V0E2-AS1,ATP6V0E2 antisense RNA 1,15.2034256667896,Down
211340_s_at,6.27e-16,1.07e-17,10.5632337,29.7606969,1.39732901,MIR6756///MCAM,microRNA 6756///melanoma cell adhesion molecule,15.2027324591693,Up
209286_at,6.38e-16,1.1e-17,10.5587455,29.7389683,1.52922081,CDC42EP3,CDC42 effector protein 3,15.1951793212788,Up
230281_at,6.49e-16,1.12e-17,-10.5550991,29.7213145,-1.24123438,C16orf46,chromosome 16 open reading frame 46,15.1877553031996,Down
206291_at,6.53e-16,1.12e-17,-10.5535765,29.7139428,-1.86298079,NTS,neurotensin,15.1850868187249,Down
242680_at,6.58e-16,1.13e-17,-10.5516254,29.7044963,-2.01943595,AVPR1A,arginine vasopressin receptor 1A,15.181774106386,Down
229546_at,6.86e-16,1.19e-17,10.5426405,29.6609924,1.54020539,LOC653602///FAM84A,uncharacterized LOC653602///family with sequence similarity 84 member A,15.1636758842932,Up
214745_at,7.07e-16,1.22e-17,-10.5360973,29.6293089,-1.53177824,PLCH1,phospholipase C eta 1,15.1505805862031,Down
202284_s_at,7.12e-16,1.23e-17,10.5346477,29.6222892,1.91614803,CDKN1A,cyclin dependent kinase inhibitor 1A,15.1475200063631,Up
209325_s_at,7.3e-16,1.27e-17,-10.5287112,29.5935415,-1.26647348,RGS16,regulator of G-protein signaling 16,15.1366771398795,Down
1565936_a_at,7.75e-16,1.35e-17,10.5155112,29.5296145,1.41721231,LMO3,LIM domain only 3,15.1106982974937,Up
206457_s_at,7.85e-16,1.37e-17,-10.5125203,29.5151286,-3.20113816,DIO1,"deiodinase, iodothyronine type I",15.1051303432547,Down
209243_s_at,7.99e-16,1.4e-17,-10.5084929,29.4956222,-1.93500404,PEG3,paternally expressed 3,15.097453220686,Down
218826_at,8.16e-16,1.43e-17,10.5038362,29.4730672,1.02338827,SLC35F2,solute carrier family 35 member F2,15.0883098412461,Up
212157_at,8.34e-16,1.47e-17,-10.4993063,29.4511253,-1.2690558,SDC2,syndecan 2,15.0788339493623,Down
