ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0044403	biological process involved in symbiotic interaction	5/74	322/18870	0.0086538732535917	0.0187048097056391	0.0072279340418715	AKT1/BECN1/CXCL8/FN1/GPX1	5
BP	GO:0050931	pigment cell differentiation	2/74	36/18870	0.0087687316996994	0.0189159789503628	0.0073095343038659	BCL2/SOD2	2
BP	GO:1902745	positive regulation of lamellipodium organization	2/74	36/18870	0.0087687316996994	0.0189159789503628	0.0073095343038659	MTOR/PIK3R1	2
BP	GO:2000352	negative regulation of endothelial cell apoptotic process	2/74	36/18870	0.0087687316996994	0.0189159789503628	0.0073095343038659	NFE2L2/TNFAIP3	2
BP	GO:0006939	smooth muscle contraction	3/74	109/18870	0.0090291783401504	0.0194651191465954	0.0075217336889745	ACTA2/PTGS2/SOD1	3
BP	GO:0009303	rRNA transcription	2/74	37/18870	0.0092464464788103	0.0197876251985618	0.0076463568478519	MTOR/TP53	2
BP	GO:0033280	response to vitamin D	2/74	37/18870	0.0092464464788103	0.0197876251985618	0.0076463568478519	CASR/PTGS2	2
BP	GO:0046677	response to antibiotic	2/74	37/18870	0.0092464464788103	0.0197876251985618	0.0076463568478519	KDM1A/TP53	2
BP	GO:0048730	epidermis morphogenesis	2/74	37/18870	0.0092464464788103	0.0197876251985618	0.0076463568478519	BCL2/SHH	2
BP	GO:0051385	response to mineralocorticoid	2/74	37/18870	0.0092464464788103	0.0197876251985618	0.0076463568478519	CDKN1A/SGK1	2
BP	GO:0060323	head morphogenesis	2/74	37/18870	0.0092464464788103	0.0197876251985618	0.0076463568478519	COL1A1/MMP2	2
BP	GO:0070269	pyroptosis	2/74	37/18870	0.0092464464788103	0.0197876251985618	0.0076463568478519	CASP3/CASP8	2
BP	GO:0097345	mitochondrial outer membrane permeabilization	2/74	37/18870	0.0092464464788103	0.0197876251985618	0.0076463568478519	BAX/MAPK8	2
BP	GO:1904358	positive regulation of telomere maintenance via telomere lengthening	2/74	37/18870	0.0092464464788103	0.0197876251985618	0.0076463568478519	MAPK1/MAPK3	2
BP	GO:2000279	negative regulation of DNA biosynthetic process	2/74	37/18870	0.0092464464788103	0.0197876251985618	0.0076463568478519	CDKN1A/TP53	2
BP	GO:0014812	muscle cell migration	3/74	110/18870	0.0092565637079452	0.0197876251985618	0.0076463568478519	BCL2/DDIT3/NFE2L2	3
BP	GO:0048477	oogenesis	3/74	110/18870	0.0092565637079452	0.0197876251985618	0.0076463568478519	AKT1/BCL2/CDC25B	3
BP	GO:0090263	positive regulation of canonical Wnt signaling pathway	3/74	110/18870	0.0092565637079452	0.0197876251985618	0.0076463568478519	COL1A1/NFKB1/TGFB1	3
BP	GO:0019722	calcium-mediated signaling	4/74	210/18870	0.0093499702559348	0.0199743873620003	0.0077185256974737	CXCL8/CXCR2/MTOR/TNF	4
BP	GO:0031341	regulation of cell killing	3/74	111/18870	0.0094872834057158	0.0202154937001949	0.0078116942854985	FADD/MAPK8/TGFB1	3
BP	GO:0035249	synaptic transmission, glutamatergic	3/74	111/18870	0.0094872834057158	0.0202154937001949	0.0078116942854985	CCL2/PTGS2/TNF	3
BP	GO:0060840	artery development	3/74	111/18870	0.0094872834057158	0.0202154937001949	0.0078116942854985	COL3A1/DDIT3/SHH	3
BP	GO:1902106	negative regulation of leukocyte differentiation	3/74	111/18870	0.0094872834057158	0.0202154937001949	0.0078116942854985	MYC/PIK3R1/SHH	3
BP	GO:0042742	defense response to bacterium	5/74	330/18870	0.0095589240455644	0.0203550301472516	0.0078656141195751	IL10/IL1B/IL6/TLR9/TNF	5
BP	GO:0045619	regulation of lymphocyte differentiation	4/74	212/18870	0.0096574256973047	0.0205515487651139	0.007941553069517	IL10/SHH/SOD1/TLR9	4
BP	GO:0006367	transcription initiation at RNA polymerase II promoter	3/74	112/18870	0.0097213472302605	0.0205590531378211	0.0079444529178345	ESR1/NFKB1/TP53	3
BP	GO:0030203	glycosaminoglycan metabolic process	3/74	112/18870	0.0097213472302605	0.0205590531378211	0.0079444529178345	IL1B/NFKB1/TGFB1	3
BP	GO:0002335	mature B cell differentiation	2/74	38/18870	0.0097355540410728	0.0205590531378211	0.0079444529178345	IL10/IL6	2
BP	GO:0003180	aortic valve morphogenesis	2/74	38/18870	0.0097355540410728	0.0205590531378211	0.0079444529178345	NOS3/TGFB1	2
BP	GO:0032965	regulation of collagen biosynthetic process	2/74	38/18870	0.0097355540410728	0.0205590531378211	0.0079444529178345	IL6/TGFB1	2
BP	GO:0035633	maintenance of blood-brain barrier	2/74	38/18870	0.0097355540410728	0.0205590531378211	0.0079444529178345	IL6/PTGS2	2
BP	GO:0043516	regulation of DNA damage response, signal transduction by p53 class mediator	2/74	38/18870	0.0097355540410728	0.0205590531378211	0.0079444529178345	KDM1A/TP53	2
BP	GO:0048536	spleen development	2/74	38/18870	0.0097355540410728	0.0205590531378211	0.0079444529178345	BCL2/FADD	2
BP	GO:0048741	skeletal muscle fiber development	2/74	38/18870	0.0097355540410728	0.0205590531378211	0.0079444529178345	BCL2/GPX1	2
BP	GO:0060416	response to growth hormone	2/74	38/18870	0.0097355540410728	0.0205590531378211	0.0079444529178345	AKT1/PIK3R1	2
BP	GO:0090151	establishment of protein localization to mitochondrial membrane	2/74	38/18870	0.0097355540410728	0.0205590531378211	0.0079444529178345	BAX/MAPK8	2
BP	GO:1902229	regulation of intrinsic apoptotic signaling pathway in response to DNA damage	2/74	38/18870	0.0097355540410728	0.0205590531378211	0.0079444529178345	BCL2/KDM1A	2
BP	GO:0007200	phospholipase C-activating G protein-coupled receptor signaling pathway	3/74	113/18870	0.0099587647089594	0.0209900862197987	0.0081110132162512	CASR/CXCR2/ESR1	3
BP	GO:0042177	negative regulation of protein catabolic process	3/74	113/18870	0.0099587647089594	0.0209900862197987	0.0081110132162512	IL10/RELA/SHH	3
BP	GO:0016051	carbohydrate biosynthetic process	4/74	214/18870	0.0099714017088913	0.0209900862197987	0.0081110132162512	AKT1/GPT/NFKB1/TGFB1	4
BP	GO:0043270	positive regulation of monoatomic ion transport	4/74	214/18870	0.0099714017088913	0.0209900862197987	0.0081110132162512	AKT1/BAX/CASR/CCL2	4
BP	GO:0045216	cell-cell junction organization	4/74	214/18870	0.0099714017088913	0.0209900862197987	0.0081110132162512	CDH1/IL1B/TGFB1/TNF	4
BP	GO:0016042	lipid catabolic process	5/74	334/18870	0.0100351046923275	0.0211107450493175	0.008157638339685	AKT1/CYP19A1/CYP1A2/IL1B/TNF	5
BP	GO:0060348	bone development	4/74	215/18870	0.0101308512185046	0.021298617278827	0.0082302361423124	COL1A1/COL3A1/MAPK14/TP53	4
BP	GO:0000045	autophagosome assembly	3/74	114/18870	0.0101995451021951	0.0214158067637836	0.0082755206376373	BECN1/MFN2/MTOR	3
BP	GO:0042752	regulation of circadian rhythm	3/74	114/18870	0.0101995451021951	0.0214158067637836	0.0082755206376373	MAPK8/MTOR/TP53	3
BP	GO:0016233	telomere capping	2/74	39/18870	0.0102359601913084	0.0214378216292949	0.0082840276472439	MAPK1/MAPK3	2
BP	GO:0032350	regulation of hormone metabolic process	2/74	39/18870	0.0102359601913084	0.0214378216292949	0.0082840276472439	HIF1A/NFKB1	2
BP	GO:0043550	regulation of lipid kinase activity	2/74	39/18870	0.0102359601913084	0.0214378216292949	0.0082840276472439	PIK3R1/TGFB1	2
BP	GO:0045191	regulation of isotype switching	2/74	39/18870	0.0102359601913084	0.0214378216292949	0.0082840276472439	IL10/TGFB1	2
BP	GO:0033674	positive regulation of kinase activity	5/74	337/18870	0.010402799579676	0.0217734545632838	0.0084137233109438	AKT1/CDKN1A/IL1B/TGFB1/TNF	5
BP	GO:0043473	pigmentation	3/74	115/18870	0.0104436974057568	0.0218314205567874	0.0084361225967055	BAX/BCL2/SOD2	3
BP	GO:0044344	cellular response to fibroblast growth factor stimulus	3/74	115/18870	0.0104436974057568	0.0218314205567874	0.0084361225967055	CCL2/COL1A1/CXCL8	3
BP	GO:1902115	regulation of organelle assembly	4/74	218/18870	0.0106191226834104	0.0221701001982565	0.0085669955726078	AKT1/BECN1/MTOR/TNF	4
BP	GO:1903828	negative regulation of protein localization	4/74	218/18870	0.0106191226834104	0.0221701001982565	0.0085669955726078	AKT1/IL1B/MTOR/TGFB1	4
BP	GO:1902749	regulation of cell cycle G2/M phase transition	3/74	116/18870	0.0106912303532284	0.0223065607432973	0.0086197268130959	CDC25B/CDKN1A/TP53	3
BP	GO:0001953	negative regulation of cell-matrix adhesion	2/74	40/18870	0.0107475712804118	0.0223255139600011	0.0086270507368552	CDKN2A/PIK3R1	2
BP	GO:0010742	macrophage derived foam cell differentiation	2/74	40/18870	0.0107475712804118	0.0223255139600011	0.0086270507368552	NFKB1/TGFB1	2
BP	GO:0030279	negative regulation of ossification	2/74	40/18870	0.0107475712804118	0.0223255139600011	0.0086270507368552	BCL2/HIF1A	2
BP	GO:0032570	response to progesterone	2/74	40/18870	0.0107475712804118	0.0223255139600011	0.0086270507368552	RELA/TGFB1	2
BP	GO:0070884	regulation of calcineurin-NFAT signaling cascade	2/74	40/18870	0.0107475712804118	0.0223255139600011	0.0086270507368552	MTOR/TNF	2
BP	GO:1903146	regulation of autophagy of mitochondrion	2/74	40/18870	0.0107475712804118	0.0223255139600011	0.0086270507368552	HIF1A/TP53	2
BP	GO:2000677	regulation of transcription regulatory region DNA binding	2/74	40/18870	0.0107475712804118	0.0223255139600011	0.0086270507368552	DDIT3/TGFB1	2
BP	GO:0006090	pyruvate metabolic process	3/74	118/18870	0.0111964718174299	0.0231997069550381	0.0089648573976783	HDAC4/HIF1A/MTOR	3
BP	GO:0050830	defense response to Gram-positive bacterium	3/74	118/18870	0.0111964718174299	0.0231997069550381	0.0089648573976783	IL1B/IL6/TNF	3
BP	GO:0051928	positive regulation of calcium ion transport	3/74	118/18870	0.0111964718174299	0.0231997069550381	0.0089648573976783	BAX/CASR/CCL2	3
BP	GO:1903707	negative regulation of hemopoiesis	3/74	118/18870	0.0111964718174299	0.0231997069550381	0.0089648573976783	MYC/PIK3R1/SHH	3
BP	GO:0002691	regulation of cellular extravasation	2/74	41/18870	0.0112702942026119	0.0232652078202481	0.0089901683172158	FADD/IL1R1	2
BP	GO:0010591	regulation of lamellipodium assembly	2/74	41/18870	0.0112702942026119	0.0232652078202481	0.0089901683172158	MTOR/PIK3R1	2
BP	GO:0045923	positive regulation of fatty acid metabolic process	2/74	41/18870	0.0112702942026119	0.0232652078202481	0.0089901683172158	IL1B/PTGS2	2
BP	GO:0046627	negative regulation of insulin receptor signaling pathway	2/74	41/18870	0.0112702942026119	0.0232652078202481	0.0089901683172158	IL1B/RELA	2
BP	GO:0090077	foam cell differentiation	2/74	41/18870	0.0112702942026119	0.0232652078202481	0.0089901683172158	NFKB1/TGFB1	2
BP	GO:0106056	regulation of calcineurin-mediated signaling	2/74	41/18870	0.0112702942026119	0.0232652078202481	0.0089901683172158	MTOR/TNF	2
BP	GO:0045814	negative regulation of gene expression, epigenetic	3/74	120/18870	0.0117153342091222	0.0241386979623471	0.0093277033807996	HDAC4/KDM1A/MYC	3
BP	GO:0071346	cellular response to type II interferon	3/74	120/18870	0.0117153342091222	0.0241386979623471	0.0093277033807996	CCL2/TNF/TP53	3
BP	GO:0072009	nephron epithelium development	3/74	120/18870	0.0117153342091222	0.0241386979623471	0.0093277033807996	BCL2/MYC/SHH	3
BP	GO:0014904	myotube cell development	2/74	42/18870	0.0118040363927441	0.0241708658518915	0.0093401337336101	BCL2/GPX1	2
BP	GO:0032733	positive regulation of interleukin-10 production	2/74	42/18870	0.0118040363927441	0.0241708658518915	0.0093401337336101	IL6/TLR9	2
BP	GO:0035307	positive regulation of protein dephosphorylation	2/74	42/18870	0.0118040363927441	0.0241708658518915	0.0093401337336101	MTOR/TGFB1	2
BP	GO:0042092	type 2 immune response	2/74	42/18870	0.0118040363927441	0.0241708658518915	0.0093401337336101	IL10/IL6	2
BP	GO:0045124	regulation of bone resorption	2/74	42/18870	0.0118040363927441	0.0241708658518915	0.0093401337336101	IL6/TNFAIP3	2
BP	GO:0048512	circadian behavior	2/74	42/18870	0.0118040363927441	0.0241708658518915	0.0093401337336101	MTOR/TP53	2
BP	GO:0071542	dopaminergic neuron differentiation	2/74	42/18870	0.0118040363927441	0.0241708658518915	0.0093401337336101	HIF1A/SHH	2
BP	GO:0140467	integrated stress response signaling	2/74	42/18870	0.0118040363927441	0.0241708658518915	0.0093401337336101	DDIT3/NFE2L2	2
BP	GO:1900077	negative regulation of cellular response to insulin stimulus	2/74	42/18870	0.0118040363927441	0.0241708658518915	0.0093401337336101	IL1B/RELA	2
BP	GO:2000008	regulation of protein localization to cell surface	2/74	42/18870	0.0118040363927441	0.0241708658518915	0.0093401337336101	AKT1/TNF	2
BP	GO:0006022	aminoglycan metabolic process	3/74	121/18870	0.0119798923679019	0.0245006209404154	0.0094675580735168	IL1B/NFKB1/TGFB1	3
BP	GO:1905037	autophagosome organization	3/74	121/18870	0.0119798923679019	0.0245006209404154	0.0094675580735168	BECN1/MFN2/MTOR	3
BP	GO:0048285	organelle fission	6/74	488/18870	0.0122177144049587	0.0249715584284292	0.0096495382783292	BECN1/CDC25B/IL1A/IL1B/MKI67/TNF	6
BP	GO:0006936	muscle contraction	5/74	351/18870	0.0122416322442097	0.0250049893956772	0.009662456711076	ACTA2/MTOR/PTGS2/SOD1/TNF	5
BP	GO:0002714	positive regulation of B cell mediated immunity	2/74	43/18870	0.0123487058235361	0.025146040737952	0.0097169619327021	TGFB1/TNF	2
BP	GO:0002891	positive regulation of immunoglobulin mediated immune response	2/74	43/18870	0.0123487058235361	0.025146040737952	0.0097169619327021	TGFB1/TNF	2
BP	GO:0003176	aortic valve development	2/74	43/18870	0.0123487058235361	0.025146040737952	0.0097169619327021	NOS3/TGFB1	2
BP	GO:0010712	regulation of collagen metabolic process	2/74	43/18870	0.0123487058235361	0.025146040737952	0.0097169619327021	IL6/TGFB1	2
BP	GO:1902110	positive regulation of mitochondrial membrane permeability involved in apoptotic process	2/74	43/18870	0.0123487058235361	0.025146040737952	0.0097169619327021	BAX/MAPK8	2
BP	GO:0002286	T cell activation involved in immune response	3/74	123/18870	0.0125192986617096	0.0254777357995529	0.0098451359192326	IL6/MTOR/TP53	3
BP	GO:0007179	transforming growth factor beta receptor signaling pathway	4/74	229/18870	0.0125391760439119	0.0255024939589278	0.0098547029956036	COL3A1/ID1/TGFB1/TP53	4
BP	GO:0007264	small GTPase mediated signal transduction	6/74	491/18870	0.0125623798583095	0.0255339829080698	0.0098668709914843	CDKN1A/CDKN2A/COL3A1/MFN2/SQSTM1/TP53	6
BP	GO:0042886	amide transport	5/74	354/18870	0.0126626564683127	0.0257219932068243	0.0099395221469879	CASR/HIF1A/IL1B/IL6/TNF	5
BP	GO:0048705	skeletal system morphogenesis	4/74	230/18870	0.0127240137652157	0.0258307633649897	0.0099815532363877	COL1A1/COL3A1/MAPK14/MMP2	4
BP	GO:0045446	endothelial cell differentiation	3/74	124/18870	0.0127941604804558	0.0259413174180671	0.0100242736605075	GPX1/IL1B/TNF	3
BP	GO:0072676	lymphocyte migration	3/74	124/18870	0.0127941604804558	0.0259413174180671	0.0100242736605075	AKT1/CCL2/FADD	3
BP	GO:0031346	positive regulation of cell projection organization	5/74	355/18870	0.0128051593906819	0.0259477096231525	0.0100267437437357	FN1/KDM1A/MTOR/NFE2L2/PIK3R1	5
BP	GO:0006739	NADP metabolic process	2/74	44/18870	0.0129042110029058	0.0260367454463756	0.0100611490687696	MTOR/TP53	2
BP	GO:0007622	rhythmic behavior	2/74	44/18870	0.0129042110029058	0.0260367454463756	0.0100611490687696	MTOR/TP53	2
BP	GO:0010463	mesenchymal cell proliferation	2/74	44/18870	0.0129042110029058	0.0260367454463756	0.0100611490687696	MYC/SHH	2
BP	GO:0032689	negative regulation of type II interferon production	2/74	44/18870	0.0129042110029058	0.0260367454463756	0.0100611490687696	DDIT3/IL10	2
BP	GO:0046006	regulation of activated T cell proliferation	2/74	44/18870	0.0129042110029058	0.0260367454463756	0.0100611490687696	CASP3/FADD	2
BP	GO:0050691	regulation of defense response to virus by host	2/74	44/18870	0.0129042110029058	0.0260367454463756	0.0100611490687696	IL1B/TNFAIP3	2
BP	GO:0120178	steroid hormone biosynthetic process	2/74	44/18870	0.0129042110029058	0.0260367454463756	0.0100611490687696	CYP17A1/CYP19A1	2
BP	GO:0001838	embryonic epithelial tube formation	3/74	125/18870	0.0130724701323819	0.0263280503823307	0.0101737154565752	CASP3/HIF1A/TGFB1	3
BP	GO:0001952	regulation of cell-matrix adhesion	3/74	125/18870	0.0130724701323819	0.0263280503823307	0.0101737154565752	BCL2/CDKN2A/PIK3R1	3
BP	GO:0002698	negative regulation of immune effector process	3/74	125/18870	0.0130724701323819	0.0263280503823307	0.0101737154565752	IL10/TGFB1/TNF	3
BP	GO:0042471	ear morphogenesis	3/74	126/18870	0.0133542338569127	0.0268791548172918	0.0103866738650684	MAPK1/MAPK3/SOD1	3
BP	GO:0007281	germ cell development	5/74	359/18870	0.0133860757432339	0.0269268567414079	0.010405106897353	AKT1/BAX/BCL2/CDC25B/MTOR	5
BP	GO:0002347	response to tumor cell	2/74	45/18870	0.0134704609712716	0.0269490710417394	0.0104136909727919	RELA/TGFB1	2
BP	GO:0006775	fat-soluble vitamin metabolic process	2/74	45/18870	0.0134704609712716	0.0269490710417394	0.0104136909727919	NFKB1/TNF	2
BP	GO:0010799	regulation of peptidyl-threonine phosphorylation	2/74	45/18870	0.0134704609712716	0.0269490710417394	0.0104136909727919	MAPK1/TGFB1	2
BP	GO:0010907	positive regulation of glucose metabolic process	2/74	45/18870	0.0134704609712716	0.0269490710417394	0.0104136909727919	AKT1/GPT	2
BP	GO:0033173	calcineurin-NFAT signaling cascade	2/74	45/18870	0.0134704609712716	0.0269490710417394	0.0104136909727919	MTOR/TNF	2
BP	GO:0048713	regulation of oligodendrocyte differentiation	2/74	45/18870	0.0134704609712716	0.0269490710417394	0.0104136909727919	MTOR/SHH	2
BP	GO:0051150	regulation of smooth muscle cell differentiation	2/74	45/18870	0.0134704609712716	0.0269490710417394	0.0104136909727919	SHH/SOD2	2
BP	GO:0051602	response to electrical stimulus	2/74	45/18870	0.0134704609712716	0.0269490710417394	0.0104136909727919	MMP2/SOD2	2
BP	GO:1902686	mitochondrial outer membrane permeabilization involved in programmed cell death	2/74	45/18870	0.0134704609712716	0.0269490710417394	0.0104136909727919	BAX/MAPK8	2
BP	GO:0003231	cardiac ventricle development	3/74	127/18870	0.0136394576565065	0.0272706689661831	0.0105379632119893	HIF1A/NOS3/TGFB1	3
BP	GO:1903050	regulation of proteolysis involved in protein catabolic process	4/74	235/18870	0.0136744049410792	0.0273240224411775	0.010558580123053	AKT1/GPX1/NFE2L2/SHH	4
BP	GO:0010951	negative regulation of endopeptidase activity	3/74	128/18870	0.0139281472988577	0.0278142410128759	0.0107480109463598	AKT1/GPX1/TNF	3
BP	GO:0031018	endocrine pancreas development	2/74	46/18870	0.0140473652988756	0.0279342375486359	0.010794380145479	AKT1/IL6	2
BP	GO:0032892	positive regulation of organic acid transport	2/74	46/18870	0.0140473652988756	0.0279342375486359	0.010794380145479	IL1A/IL1B	2
BP	GO:0045646	regulation of erythrocyte differentiation	2/74	46/18870	0.0140473652988756	0.0279342375486359	0.010794380145479	HIF1A/MAPK14	2
BP	GO:0085029	extracellular matrix assembly	2/74	46/18870	0.0140473652988756	0.0279342375486359	0.010794380145479	COL3A1/TGFB1	2
BP	GO:0140718	facultative heterochromatin formation	2/74	46/18870	0.0140473652988756	0.0279342375486359	0.010794380145479	KDM1A/MYC	2
BP	GO:1902116	negative regulation of organelle assembly	2/74	46/18870	0.0140473652988756	0.0279342375486359	0.010794380145479	AKT1/BECN1	2
BP	GO:2000785	regulation of autophagosome assembly	2/74	46/18870	0.0140473652988756	0.0279342375486359	0.010794380145479	BECN1/MTOR	2
BP	GO:0022898	regulation of transmembrane transporter activity	4/74	239/18870	0.0144664853425683	0.028750400858097	0.0111097629085766	BCL2/CCL2/RIPK1/TLR9	4
BP	GO:0002920	regulation of humoral immune response	2/74	47/18870	0.0146348340831186	0.0289458111919099	0.0111852735941237	IL1B/TNF	2
BP	GO:0003044	regulation of systemic arterial blood pressure mediated by a chemical signal	2/74	47/18870	0.0146348340831186	0.0289458111919099	0.0111852735941237	NOS3/SOD2	2
BP	GO:0043666	regulation of phosphoprotein phosphatase activity	2/74	47/18870	0.0146348340831186	0.0289458111919099	0.0111852735941237	MTOR/TNF	2
BP	GO:0045601	regulation of endothelial cell differentiation	2/74	47/18870	0.0146348340831186	0.0289458111919099	0.0111852735941237	IL1B/TNF	2
BP	GO:0050798	activated T cell proliferation	2/74	47/18870	0.0146348340831186	0.0289458111919099	0.0111852735941237	CASP3/FADD	2
BP	GO:0061383	trabecula morphogenesis	2/74	47/18870	0.0146348340831186	0.0289458111919099	0.0111852735941237	COL1A1/MMP2	2
BP	GO:0120163	negative regulation of cold-induced thermogenesis	2/74	47/18870	0.0146348340831186	0.0289458111919099	0.0111852735941237	DDIT3/ID1	2
BP	GO:1905314	semi-lunar valve development	2/74	47/18870	0.0146348340831186	0.0289458111919099	0.0111852735941237	NOS3/TGFB1	2
BP	GO:0030218	erythrocyte differentiation	3/74	131/18870	0.0148150654837917	0.0292847708038848	0.0113162547565503	CASP3/HIF1A/MAPK14	3
BP	GO:0042476	odontogenesis	3/74	132/18870	0.0151176715551146	0.0298650775584015	0.011540497558894	BAX/COL1A1/SHH	3
BP	GO:0006623	protein targeting to vacuole	2/74	48/18870	0.0152327779459079	0.0299849980161414	0.0115868373598573	BECN1/SQSTM1	2
BP	GO:0031295	T cell costimulation	2/74	48/18870	0.0152327779459079	0.0299849980161414	0.0115868373598573	AKT1/MTOR	2
BP	GO:0042551	neuron maturation	2/74	48/18870	0.0152327779459079	0.0299849980161414	0.0115868373598573	BCL2/KDM1A	2
BP	GO:0043277	apoptotic cell clearance	2/74	48/18870	0.0152327779459079	0.0299849980161414	0.0115868373598573	BECN1/CCL2	2
BP	GO:0070509	calcium ion import	2/74	48/18870	0.0152327779459079	0.0299849980161414	0.0115868373598573	CASR/CCL2	2
BP	GO:0097720	calcineurin-mediated signaling	2/74	48/18870	0.0152327779459079	0.0299849980161414	0.0115868373598573	MTOR/TNF	2
BP	GO:0048593	camera-type eye morphogenesis	3/74	133/18870	0.0154237688622761	0.0303248535241064	0.011718164715441	BAX/HIF1A/MFN2	3
BP	GO:0050868	negative regulation of T cell activation	3/74	133/18870	0.0154237688622761	0.0303248535241064	0.011718164715441	CASP3/IL10/SHH	3
BP	GO:0050807	regulation of synapse organization	4/74	244/18870	0.0154968410709253	0.0304504179569519	0.0117666854677445	AKT1/IL10/MAPK14/TNF	4
BP	GO:0006066	alcohol metabolic process	5/74	373/18870	0.0155595129248889	0.0305554092889593	0.0118072563388018	CAT/CYP1A2/CYP2D6/NFKB1/SOD1	5
BP	GO:0009913	epidermal cell differentiation	4/74	245/18870	0.015708329491825	0.0308293445872197	0.0119131107312669	CASP3/CDKN1A/IL1A/SOD1	4
BP	GO:0010171	body morphogenesis	2/74	49/18870	0.0158411080310169	0.030924760483219	0.0119499814513481	COL1A1/MMP2	2
BP	GO:0010543	regulation of platelet activation	2/74	49/18870	0.0158411080310169	0.030924760483219	0.0119499814513481	IL6/NOS3	2
BP	GO:0035987	endodermal cell differentiation	2/74	49/18870	0.0158411080310169	0.030924760483219	0.0119499814513481	FN1/MMP2	2
BP	GO:0043330	response to exogenous dsRNA	2/74	49/18870	0.0158411080310169	0.030924760483219	0.0119499814513481	MAPK1/MAPK3	2
BP	GO:0043457	regulation of cellular respiration	2/74	49/18870	0.0158411080310169	0.030924760483219	0.0119499814513481	HIF1A/TNF	2
BP	GO:0046850	regulation of bone remodeling	2/74	49/18870	0.0158411080310169	0.030924760483219	0.0119499814513481	IL6/TNFAIP3	2
BP	GO:0061028	establishment of endothelial barrier	2/74	49/18870	0.0158411080310169	0.030924760483219	0.0119499814513481	IL1B/TNF	2
BP	GO:1902275	regulation of chromatin organization	2/74	49/18870	0.0158411080310169	0.030924760483219	0.0119499814513481	KDM1A/MKI67	2
BP	GO:1903170	negative regulation of calcium ion transmembrane transport	2/74	49/18870	0.0158411080310169	0.030924760483219	0.0119499814513481	BCL2/TLR9	2
BP	GO:0033044	regulation of chromosome organization	4/74	247/18870	0.0161367622043461	0.0314833466724322	0.0121658309679094	BECN1/MAPK1/MAPK3/MYC	4
BP	GO:0000018	regulation of DNA recombination	3/74	136/18870	0.0163630511475525	0.0318872187065151	0.0123218956630145	IL10/KDM1A/TGFB1	3
BP	GO:0071333	cellular response to glucose stimulus	3/74	136/18870	0.0163630511475525	0.0318872187065151	0.0123218956630145	CASR/GPX1/HIF1A	3
BP	GO:0030521	androgen receptor signaling pathway	2/74	50/18870	0.0164597360014575	0.0320002039722634	0.0123655555591259	KDM1A/MAPK1	2
BP	GO:0031294	lymphocyte costimulation	2/74	50/18870	0.0164597360014575	0.0320002039722634	0.0123655555591259	AKT1/MTOR	2
BP	GO:0043114	regulation of vascular permeability	2/74	50/18870	0.0164597360014575	0.0320002039722634	0.0123655555591259	CXCR2/TGFB1	2
BP	GO:0051646	mitochondrion localization	2/74	50/18870	0.0164597360014575	0.0320002039722634	0.0123655555591259	HIF1A/MFN2	2
BP	GO:0010466	negative regulation of peptidase activity	3/74	137/18870	0.016683155256382	0.032396473536615	0.0125186824991487	AKT1/GPX1/TNF	3
BP	GO:0072175	epithelial tube formation	3/74	137/18870	0.016683155256382	0.032396473536615	0.0125186824991487	CASP3/HIF1A/TGFB1	3
BP	GO:0050803	regulation of synapse structure or activity	4/74	250/18870	0.0167931210202857	0.0325908751256367	0.0125938033843754	AKT1/IL10/MAPK14/TNF	4
BP	GO:0071331	cellular response to hexose stimulus	3/74	138/18870	0.0170067704470121	0.0329838968860341	0.0127456753042654	CASR/GPX1/HIF1A	3
BP	GO:1901617	organic hydroxy compound biosynthetic process	4/74	251/18870	0.0170155815202825	0.0329838968860341	0.0127456753042654	CYP19A1/NFKB1/SOD1/TNF	4
BP	GO:0046622	positive regulation of organ growth	2/74	51/18870	0.0170885740368638	0.0331059837960801	0.0127928522682161	AKT1/MAPK14	2
BP	GO:0071326	cellular response to monosaccharide stimulus	3/74	140/18870	0.0176645471701594	0.0341817773503319	0.0132085616485932	CASR/GPX1/HIF1A	3
BP	GO:0090090	negative regulation of canonical Wnt signaling pathway	3/74	140/18870	0.0176645471701594	0.0341817773503319	0.0132085616485932	DDIT3/MAPK14/SHH	3
BP	GO:0031103	axon regeneration	2/74	52/18870	0.0177275348308889	0.0342035925821176	0.0132169915155064	BCL2/MMP2	2
BP	GO:0032692	negative regulation of interleukin-1 production	2/74	52/18870	0.0177275348308889	0.0342035925821176	0.0132169915155064	IL10/TNFAIP3	2
BP	GO:0035306	positive regulation of dephosphorylation	2/74	52/18870	0.0177275348308889	0.0342035925821176	0.0132169915155064	MTOR/TGFB1	2
BP	GO:0042572	retinol metabolic process	2/74	52/18870	0.0177275348308889	0.0342035925821176	0.0132169915155064	CYP1A2/CYP2D6	2
BP	GO:1904738	vascular associated smooth muscle cell migration	2/74	52/18870	0.0177275348308889	0.0342035925821176	0.0132169915155064	DDIT3/NFE2L2	2
BP	GO:0045727	positive regulation of translation	3/74	141/18870	0.0179987147292711	0.0346863342713867	0.0134035331133205	IL6/MTOR/TNF	3
BP	GO:0046887	positive regulation of hormone secretion	3/74	141/18870	0.0179987147292711	0.0346863342713867	0.0134035331133205	CASR/CYP19A1/HIF1A	3
