Gene,GeneCards_rank,GeneCards_relevance_score,In_GeneCards_top2000,In_OMIM,Disease_source_pattern
MIR590,1571,19.1465682983398,Yes,No,"GeneCards top 2,000"
AIFM1,1572,19.1454277038574,Yes,No,"GeneCards top 2,000"
RACK1,1573,19.1196365356445,Yes,No,"GeneCards top 2,000"
MIF-AS1,1574,19.1091156005859,Yes,No,"GeneCards top 2,000"
REV3L,1575,19.0927562713623,Yes,No,"GeneCards top 2,000"
IFNB1,1576,19.0897064208984,Yes,No,"GeneCards top 2,000"
SOD2-OT1,1577,19.0862331390381,Yes,No,"GeneCards top 2,000"
IL1R1,1578,19.0678195953369,Yes,No,"GeneCards top 2,000"
EIF2B5,1579,19.0505561828613,Yes,No,"GeneCards top 2,000"
PTCPRN,1580,19.0352058410645,Yes,No,"GeneCards top 2,000"
UGT1A1,1581,19.0339946746826,Yes,No,"GeneCards top 2,000"
BCR,1582,19.0144805908203,Yes,No,"GeneCards top 2,000"
PELATON,1583,18.994987487793,Yes,No,"GeneCards top 2,000"
RXRB,1584,18.985725402832,Yes,No,"GeneCards top 2,000"
IGFBP1,1585,18.9840965270996,Yes,No,"GeneCards top 2,000"
TNFRSF9,1586,18.9788780212402,Yes,Yes,"GeneCards top 2,000 + OMIM"
EIF4G3,1587,18.9783382415771,Yes,Yes,"GeneCards top 2,000 + OMIM"
ESRRA,1588,18.9601383209229,Yes,No,"GeneCards top 2,000"
MECOM,1589,18.9559650421143,Yes,No,"GeneCards top 2,000"
PEBP1,1590,18.9480133056641,Yes,No,"GeneCards top 2,000"
CDH17,1591,18.9377708435059,Yes,No,"GeneCards top 2,000"
NGF,1592,18.9372177124023,Yes,No,"GeneCards top 2,000"
NDRG1,1593,18.9337940216064,Yes,No,"GeneCards top 2,000"
MIR219A1,1594,18.9333019256592,Yes,No,"GeneCards top 2,000"
TBCE,1595,18.9308242797852,Yes,No,"GeneCards top 2,000"
BDNF,1596,18.9301795959473,Yes,No,"GeneCards top 2,000"
EGOT,1597,18.9291858673096,Yes,No,"GeneCards top 2,000"
PTPN12,1598,18.9282054901123,Yes,No,"GeneCards top 2,000"
L1CAM,1599,18.9263687133789,Yes,No,"GeneCards top 2,000"
ATP4A,1600,18.9159679412842,Yes,No,"GeneCards top 2,000"
DSG2,1601,18.9147491455078,Yes,No,"GeneCards top 2,000"
NCAPG,1602,18.9125270843506,Yes,No,"GeneCards top 2,000"
SDC1,1603,18.9078750610352,Yes,No,"GeneCards top 2,000"
VCAM1,1604,18.8996353149414,Yes,Yes,"GeneCards top 2,000 + OMIM"
LCP1,1605,18.89919090271,Yes,No,"GeneCards top 2,000"
VRK1,1606,18.8946933746338,Yes,No,"GeneCards top 2,000"
KAT6B,1607,18.891881942749,Yes,No,"GeneCards top 2,000"
S100A6,1608,18.887035369873,Yes,No,"GeneCards top 2,000"
LOX,1609,18.8817958831787,Yes,No,"GeneCards top 2,000"
HLA-C,1610,18.8772621154785,Yes,No,"GeneCards top 2,000"
CSF3R,1611,18.8612403869629,Yes,Yes,"GeneCards top 2,000 + OMIM"
HIPK3,1612,18.8503723144531,Yes,No,"GeneCards top 2,000"
ITGB4,1613,18.8458023071289,Yes,No,"GeneCards top 2,000"
KCNQ1,1614,18.8355903625488,Yes,No,"GeneCards top 2,000"
FMN1,1615,18.8321533203125,Yes,No,"GeneCards top 2,000"
MACF1,1616,18.81884765625,Yes,Yes,"GeneCards top 2,000 + OMIM"
LGR5,1617,18.8181114196777,Yes,No,"GeneCards top 2,000"
FGF8,1618,18.8105049133301,Yes,No,"GeneCards top 2,000"
FOXC2-AS1,1619,18.8032913208008,Yes,No,"GeneCards top 2,000"
CD9,1620,18.7937622070313,Yes,No,"GeneCards top 2,000"
IGFBP5,1621,18.7851409912109,Yes,No,"GeneCards top 2,000"
EDN1,1622,18.7724380493164,Yes,No,"GeneCards top 2,000"
MIR196B,1623,18.7716159820557,Yes,No,"GeneCards top 2,000"
REST,1624,18.7658767700195,Yes,No,"GeneCards top 2,000"
POU3F3,1625,18.7611236572266,Yes,No,"GeneCards top 2,000"
SLC25A25-AS1,1626,18.7542953491211,Yes,No,"GeneCards top 2,000"
PTPN6,1627,18.7499465942383,Yes,No,"GeneCards top 2,000"
ADPGK-AS1,1628,18.7206764221191,Yes,No,"GeneCards top 2,000"
PAH,1629,18.6892910003662,Yes,No,"GeneCards top 2,000"
IGFL2-AS1,1630,18.6871147155762,Yes,No,"GeneCards top 2,000"
PBOV1,1631,18.674955368042,Yes,No,"GeneCards top 2,000"
AMER1,1632,18.6679058074951,Yes,No,"GeneCards top 2,000"
CCR5,1633,18.6574954986572,Yes,No,"GeneCards top 2,000"
IL11,1634,18.6569728851318,Yes,No,"GeneCards top 2,000"
PPP2R5C,1635,18.6448421478271,Yes,No,"GeneCards top 2,000"
TFAP2A,1636,18.6409740447998,Yes,No,"GeneCards top 2,000"
MIR92A2,1637,18.6407470703125,Yes,No,"GeneCards top 2,000"
EHBP1,1638,18.6364727020264,Yes,No,"GeneCards top 2,000"
MIR186,1639,18.6349353790283,Yes,No,"GeneCards top 2,000"
RAC2,1640,18.6279373168945,Yes,No,"GeneCards top 2,000"
MIR372,1641,18.6236553192139,Yes,No,"GeneCards top 2,000"
BBC3,1642,18.6207962036133,Yes,No,"GeneCards top 2,000"
TNFRSF1B,1643,18.6189632415771,Yes,No,"GeneCards top 2,000"
EIF4E,1644,18.6164379119873,Yes,No,"GeneCards top 2,000"
GFAP,1645,18.6015472412109,Yes,No,"GeneCards top 2,000"
LINC00668,1646,18.5955467224121,Yes,No,"GeneCards top 2,000"
GHRH,1647,18.5779914855957,Yes,No,"GeneCards top 2,000"
TCO,1648,18.5762977600098,Yes,No,"GeneCards top 2,000"
PHLPP1,1649,18.5502090454102,Yes,No,"GeneCards top 2,000"
TLR3,1650,18.5386447906494,Yes,No,"GeneCards top 2,000"
KRT14,1651,18.537296295166,Yes,No,"GeneCards top 2,000"
ITIH5,1652,18.5308952331543,Yes,No,"GeneCards top 2,000"
CHD8,1653,18.5289726257324,Yes,No,"GeneCards top 2,000"
MT-ND1,1654,18.5231437683105,Yes,No,"GeneCards top 2,000"
ASXL1,1655,18.5182800292969,Yes,No,"GeneCards top 2,000"
CD81,1656,18.5170669555664,Yes,No,"GeneCards top 2,000"
BCOR,1657,18.5068969726563,Yes,No,"GeneCards top 2,000"
ID4,1658,18.5062370300293,Yes,No,"GeneCards top 2,000"
GAS6-DT,1659,18.5022029876709,Yes,No,"GeneCards top 2,000"
LINC00920,1660,18.5017242431641,Yes,No,"GeneCards top 2,000"
LIG1,1661,18.5010566711426,Yes,No,"GeneCards top 2,000"
SASH1,1662,18.4999408721924,Yes,No,"GeneCards top 2,000"
TKT,1663,18.4897499084473,Yes,No,"GeneCards top 2,000"
PTPN13,1664,18.4858169555664,Yes,No,"GeneCards top 2,000"
FGF1,1665,18.4846839904785,Yes,No,"GeneCards top 2,000"
TACC1,1666,18.4833087921143,Yes,No,"GeneCards top 2,000"
LALTOP,1667,18.477970123291,Yes,No,"GeneCards top 2,000"
STING1,1668,18.4731712341309,Yes,No,"GeneCards top 2,000"
HIF1A-AS2,1669,18.4636631011963,Yes,No,"GeneCards top 2,000"
TPM1,1670,18.4510154724121,Yes,No,"GeneCards top 2,000"
SSTR5,1671,18.44846534729,Yes,No,"GeneCards top 2,000"
RBL2,1672,18.4381332397461,Yes,No,"GeneCards top 2,000"
ITGA3,1673,18.4261512756348,Yes,No,"GeneCards top 2,000"
HNRNPU,1674,18.4238224029541,Yes,No,"GeneCards top 2,000"
BTG2,1675,18.4182319641113,Yes,No,"GeneCards top 2,000"
CTC1,1676,18.4177284240723,Yes,No,"GeneCards top 2,000"
NOD2,1677,18.4091262817383,Yes,No,"GeneCards top 2,000"
MDC1,1678,18.4083766937256,Yes,No,"GeneCards top 2,000"
CXCL9,1679,18.4078140258789,Yes,No,"GeneCards top 2,000"
CLDN4,1680,18.4063930511475,Yes,No,"GeneCards top 2,000"
LZTS1,1681,18.4027328491211,Yes,No,"GeneCards top 2,000"
KLK2,1682,18.3858299255371,Yes,No,"GeneCards top 2,000"
HIP1,1683,18.3794841766357,Yes,No,"GeneCards top 2,000"
FGF14-AS2,1684,18.3741970062256,Yes,No,"GeneCards top 2,000"
DKK3,1685,18.3374576568604,Yes,No,"GeneCards top 2,000"
ZNF281,1686,18.331787109375,Yes,No,"GeneCards top 2,000"
NLRC4,1687,18.3209743499756,Yes,No,"GeneCards top 2,000"
SYNE1,1688,18.3119373321533,Yes,No,"GeneCards top 2,000"
HLA-F-AS1,1689,18.3029441833496,Yes,No,"GeneCards top 2,000"
PTPN1,1690,18.2962245941162,Yes,No,"GeneCards top 2,000"
TJP1,1691,18.2954025268555,Yes,No,"GeneCards top 2,000"
STIM1,1692,18.2927074432373,Yes,No,"GeneCards top 2,000"
PITPNA-AS1,1693,18.2895336151123,Yes,No,"GeneCards top 2,000"
KCNN3,1694,18.2876281738281,Yes,No,"GeneCards top 2,000"
PXN,1695,18.2856502532959,Yes,No,"GeneCards top 2,000"
RUNX1T1,1696,18.2807121276855,Yes,No,"GeneCards top 2,000"
LGALS3BP,1697,18.2804336547852,Yes,No,"GeneCards top 2,000"
PIK3C3,1698,18.2720947265625,Yes,No,"GeneCards top 2,000"
DSP,1699,18.2507209777832,Yes,No,"GeneCards top 2,000"
PCAT29,1700,18.2504997253418,Yes,No,"GeneCards top 2,000"
ITGB2,1701,18.2487468719482,Yes,No,"GeneCards top 2,000"
SNHG22,1702,18.2436370849609,Yes,No,"GeneCards top 2,000"
NES,1703,18.2277603149414,Yes,No,"GeneCards top 2,000"
EMSY,1704,18.223949432373,Yes,No,"GeneCards top 2,000"
EHMT2,1705,18.2237510681152,Yes,No,"GeneCards top 2,000"
EIF3J-DT,1706,18.2198085784912,Yes,No,"GeneCards top 2,000"
MIR495,1707,18.2146053314209,Yes,No,"GeneCards top 2,000"
SREBF1,1708,18.2135047912598,Yes,No,"GeneCards top 2,000"
MACC1,1709,18.2095813751221,Yes,No,"GeneCards top 2,000"
ARHGAP26,1710,18.2046966552734,Yes,No,"GeneCards top 2,000"
CACNA1S,1711,18.1950054168701,Yes,No,"GeneCards top 2,000"
DOT1L,1712,18.192024230957,Yes,No,"GeneCards top 2,000"
DLGAP1-AS2,1713,18.1898593902588,Yes,No,"GeneCards top 2,000"
LINC01535,1714,18.1857585906982,Yes,No,"GeneCards top 2,000"
PRKCE,1715,18.1845741271973,Yes,No,"GeneCards top 2,000"
PYHIN1,1716,18.1836814880371,Yes,No,"GeneCards top 2,000"
CCNA1,1717,18.183666229248,Yes,No,"GeneCards top 2,000"
LINC00887,1718,18.1815395355225,Yes,No,"GeneCards top 2,000"
KLC1,1719,18.173433303833,Yes,No,"GeneCards top 2,000"
ZNF304,1720,18.166431427002,Yes,No,"GeneCards top 2,000"
SMARCAL1,1721,18.1649055480957,Yes,No,"GeneCards top 2,000"
EPO,1722,18.1555938720703,Yes,No,"GeneCards top 2,000"
LNCOC1,1723,18.1422424316406,Yes,No,"GeneCards top 2,000"
IL7,1724,18.1342620849609,Yes,No,"GeneCards top 2,000"
IL16,1725,18.1038017272949,Yes,No,"GeneCards top 2,000"
LINC01410,1726,18.1033763885498,Yes,No,"GeneCards top 2,000"
GATA4,1727,18.0961494445801,Yes,No,"GeneCards top 2,000"
APAF1,1728,18.0858516693115,Yes,No,"GeneCards top 2,000"
PSTPIP1,1729,18.0806198120117,Yes,No,"GeneCards top 2,000"
KCNJ10,1730,18.0788841247559,Yes,No,"GeneCards top 2,000"
GZMB,1731,18.0775814056396,Yes,No,"GeneCards top 2,000"
COPS6,1732,18.0750503540039,Yes,No,"GeneCards top 2,000"
CSK,1733,18.0683059692383,Yes,No,"GeneCards top 2,000"
GPT,1734,18.0633869171143,Yes,No,"GeneCards top 2,000"
MIR376A1,1735,18.0608386993408,Yes,No,"GeneCards top 2,000"
ANO1,1736,18.0606880187988,Yes,No,"GeneCards top 2,000"
RAB27A,1737,18.057746887207,Yes,No,"GeneCards top 2,000"
THBD,1738,18.0564994812012,Yes,No,"GeneCards top 2,000"
MIR508,1739,18.0352172851563,Yes,No,"GeneCards top 2,000"
CHAC1,1740,18.0351276397705,Yes,No,"GeneCards top 2,000"
CCNG1,1741,18.0306358337402,Yes,No,"GeneCards top 2,000"
TRAF5,1742,18.016321182251,Yes,No,"GeneCards top 2,000"
MIRLET7A2,1743,18.0074234008789,Yes,No,"GeneCards top 2,000"
PRKCB,1744,18.0051536560059,Yes,No,"GeneCards top 2,000"
LINC00339,1745,18.0034122467041,Yes,No,"GeneCards top 2,000"
RPTOR,1746,18.0032386779785,Yes,No,"GeneCards top 2,000"
MSTO2P,1747,18.0013122558594,Yes,No,"GeneCards top 2,000"
SEZ6L,1748,17.9969997406006,Yes,No,"GeneCards top 2,000"
HEPACAM,1749,17.9968643188477,Yes,No,"GeneCards top 2,000"
PRPF31,1750,17.9933414459229,Yes,No,"GeneCards top 2,000"
DLGAP1-AS1,1751,17.9913425445557,Yes,No,"GeneCards top 2,000"
ENPP7,1752,17.9897956848145,Yes,No,"GeneCards top 2,000"
AGR2,1753,17.9873466491699,Yes,No,"GeneCards top 2,000"
MIR337,1754,17.9834728240967,Yes,No,"GeneCards top 2,000"
PRMT1,1755,17.9566383361816,Yes,No,"GeneCards top 2,000"
LINC00589,1756,17.9453067779541,Yes,No,"GeneCards top 2,000"
GAL,1757,17.9444732666016,Yes,No,"GeneCards top 2,000"
CBY1,1758,17.9303531646729,Yes,No,"GeneCards top 2,000"
HOXC-AS3,1759,17.9228534698486,Yes,No,"GeneCards top 2,000"
MIR423,1760,17.9190120697021,Yes,No,"GeneCards top 2,000"
JMJD1C,1761,17.9186096191406,Yes,No,"GeneCards top 2,000"
HUWE1,1762,17.9184074401855,Yes,No,"GeneCards top 2,000"
ACE,1763,17.9157466888428,Yes,No,"GeneCards top 2,000"
NR3C2,1764,17.9135818481445,Yes,No,"GeneCards top 2,000"
HK2,1765,17.9079437255859,Yes,No,"GeneCards top 2,000"
TRPM3,1766,17.9052867889404,Yes,No,"GeneCards top 2,000"
SNCG,1767,17.895824432373,Yes,No,"GeneCards top 2,000"
MIR99B,1768,17.884069442749,Yes,No,"GeneCards top 2,000"
TUBA4B,1769,17.8606014251709,Yes,No,"GeneCards top 2,000"
ALCAM,1770,17.8593902587891,Yes,No,"GeneCards top 2,000"
BCAR3,1771,17.8588256835938,Yes,Yes,"GeneCards top 2,000 + OMIM"
SIRT6,1772,17.8565139770508,Yes,No,"GeneCards top 2,000"
TGM2,1773,17.856502532959,Yes,No,"GeneCards top 2,000"
BACH1,1774,17.8505077362061,Yes,No,"GeneCards top 2,000"
DCK,1775,17.8466377258301,Yes,No,"GeneCards top 2,000"
LOC130064074,1776,17.8401775360107,Yes,No,"GeneCards top 2,000"
HLA-DPB1,1777,17.839958190918,Yes,No,"GeneCards top 2,000"
CCND2-AS1,1778,17.8397045135498,Yes,No,"GeneCards top 2,000"
ALPP,1779,17.8333759307861,Yes,No,"GeneCards top 2,000"
TXN,1780,17.8242073059082,Yes,No,"GeneCards top 2,000"
POLR1HASP,1781,17.8205089569092,Yes,No,"GeneCards top 2,000"
PKD1,1782,17.8180351257324,Yes,No,"GeneCards top 2,000"
FPR1,1783,17.8105869293213,Yes,No,"GeneCards top 2,000"
NRCAM,1784,17.8037910461426,Yes,No,"GeneCards top 2,000"
POGZ,1785,17.7913093566895,Yes,No,"GeneCards top 2,000"
SEMA3B-AS1,1786,17.7869987487793,Yes,No,"GeneCards top 2,000"
PLK2,1787,17.7818641662598,Yes,No,"GeneCards top 2,000"
CBLB,1788,17.7797393798828,Yes,No,"GeneCards top 2,000"
ESS2,1789,17.7686901092529,Yes,No,"GeneCards top 2,000"
MT1JP,1790,17.7679805755615,Yes,No,"GeneCards top 2,000"
FEN1,1791,17.7550926208496,Yes,No,"GeneCards top 2,000"
S100A8,1792,17.7455101013184,Yes,No,"GeneCards top 2,000"
TNS3,1793,17.7375183105469,Yes,No,"GeneCards top 2,000"
HLA-G,1794,17.7355155944824,Yes,No,"GeneCards top 2,000"
DDX3X,1795,17.7353210449219,Yes,No,"GeneCards top 2,000"
IKBKE,1796,17.732967376709,Yes,No,"GeneCards top 2,000"
DUXAP10,1797,17.7322235107422,Yes,No,"GeneCards top 2,000"
MYCBP2,1798,17.7264747619629,Yes,No,"GeneCards top 2,000"
LINC01315,1799,17.721565246582,Yes,No,"GeneCards top 2,000"
SCG5,1800,17.7180652618408,Yes,No,"GeneCards top 2,000"
ATG13,1801,17.702299118042,Yes,No,"GeneCards top 2,000"
TRU-TCA1-1,1802,17.694845199585,Yes,No,"GeneCards top 2,000"
MIRLET7F2,1803,17.6899452209473,Yes,No,"GeneCards top 2,000"
THCAT155,1804,17.6713905334473,Yes,No,"GeneCards top 2,000"
ST8SIA6-AS1,1805,17.6680908203125,Yes,No,"GeneCards top 2,000"
HSPA8,1806,17.6605358123779,Yes,No,"GeneCards top 2,000"
SLC34A2,1807,17.6564922332764,Yes,No,"GeneCards top 2,000"
H3-3A,1808,17.6562061309814,Yes,No,"GeneCards top 2,000"
ABCE1,1809,17.6487693786621,Yes,No,"GeneCards top 2,000"
MCM7,1810,17.6477718353271,Yes,No,"GeneCards top 2,000"
GSN,1811,17.6457557678223,Yes,No,"GeneCards top 2,000"
SIX1,1812,17.644323348999,Yes,No,"GeneCards top 2,000"
SRSF2,1813,17.6428661346436,Yes,No,"GeneCards top 2,000"
TOP2B,1814,17.6338748931885,Yes,No,"GeneCards top 2,000"
MIR198,1815,17.6266574859619,Yes,No,"GeneCards top 2,000"
EREG,1816,17.6172561645508,Yes,No,"GeneCards top 2,000"
CD47,1817,17.6167678833008,Yes,No,"GeneCards top 2,000"
PGM5-AS1,1818,17.6159439086914,Yes,No,"GeneCards top 2,000"
PDE8B,1819,17.6153316497803,Yes,No,"GeneCards top 2,000"
MYRF,1820,17.607479095459,Yes,No,"GeneCards top 2,000"
FOXI1,1821,17.6059837341309,Yes,No,"GeneCards top 2,000"
MYCL,1822,17.6056156158447,Yes,Yes,"GeneCards top 2,000 + OMIM"
CST3,1823,17.6051559448242,Yes,No,"GeneCards top 2,000"
CEP57,1824,17.6022357940674,Yes,No,"GeneCards top 2,000"
GPX1,1825,17.5904922485352,Yes,No,"GeneCards top 2,000"
DAXX,1826,17.5797309875488,Yes,No,"GeneCards top 2,000"
LOC129934333,1827,17.5757179260254,Yes,No,"GeneCards top 2,000"
SLC29A1,1828,17.5655612945557,Yes,No,"GeneCards top 2,000"
HDAC3,1829,17.5593929290771,Yes,No,"GeneCards top 2,000"
CIP2A,1830,17.5588226318359,Yes,No,"GeneCards top 2,000"
HSPG2,1831,17.5478782653809,Yes,Yes,"GeneCards top 2,000 + OMIM"
NOS3,1832,17.546070098877,Yes,No,"GeneCards top 2,000"
GPR161,1833,17.5217628479004,Yes,No,"GeneCards top 2,000"
CD27,1834,17.5054492950439,Yes,No,"GeneCards top 2,000"
CUL3,1835,17.5048408508301,Yes,No,"GeneCards top 2,000"
FGF19,1836,17.5021305084229,Yes,No,"GeneCards top 2,000"
IFIH1,1837,17.4995746612549,Yes,No,"GeneCards top 2,000"
CHI3L1,1838,17.4960994720459,Yes,No,"GeneCards top 2,000"
AGER,1839,17.4841041564941,Yes,No,"GeneCards top 2,000"
GPC6,1840,17.4830226898193,Yes,No,"GeneCards top 2,000"
TYR,1841,17.4803848266602,Yes,No,"GeneCards top 2,000"
PRDM1,1842,17.4760360717773,Yes,No,"GeneCards top 2,000"
VCAN,1843,17.4747676849365,Yes,No,"GeneCards top 2,000"
LINC01638,1844,17.4744071960449,Yes,No,"GeneCards top 2,000"
RYR1,1845,17.4694328308105,Yes,No,"GeneCards top 2,000"
JAZF1,1846,17.467004776001,Yes,No,"GeneCards top 2,000"
VTCN1,1847,17.4636039733887,Yes,No,"GeneCards top 2,000"
LPAR4,1848,17.4602642059326,Yes,No,"GeneCards top 2,000"
ILK,1849,17.4584350585938,Yes,No,"GeneCards top 2,000"
LINC00667,1850,17.4574012756348,Yes,No,"GeneCards top 2,000"
NR2C2,1851,17.4560852050781,Yes,No,"GeneCards top 2,000"
POLR2E,1852,17.455286026001,Yes,No,"GeneCards top 2,000"
CCL21,1853,17.4459247589111,Yes,No,"GeneCards top 2,000"
TFAP2A-AS1,1854,17.439790725708,Yes,No,"GeneCards top 2,000"
GRHL2-DT,1855,17.4257869720459,Yes,No,"GeneCards top 2,000"
HNRNPA1,1856,17.4255123138428,Yes,No,"GeneCards top 2,000"
SLC16A10,1857,17.4194183349609,Yes,No,"GeneCards top 2,000"
SFRP1,1858,17.4133148193359,Yes,No,"GeneCards top 2,000"
WNT3A,1859,17.4117069244385,Yes,No,"GeneCards top 2,000"
MYH11,1860,17.401195526123,Yes,No,"GeneCards top 2,000"
FGF23,1861,17.396764755249,Yes,No,"GeneCards top 2,000"
E2F4,1862,17.3942394256592,Yes,No,"GeneCards top 2,000"
ZNF217,1863,17.3909549713135,Yes,No,"GeneCards top 2,000"
MIR154,1864,17.3883495330811,Yes,No,"GeneCards top 2,000"
TERF2IP,1865,17.3856887817383,Yes,No,"GeneCards top 2,000"
LINC02381,1866,17.3742790222168,Yes,No,"GeneCards top 2,000"
LINC00641,1867,17.3729438781738,Yes,No,"GeneCards top 2,000"
MIR340,1868,17.3719654083252,Yes,No,"GeneCards top 2,000"
DEK,1869,17.3718872070313,Yes,No,"GeneCards top 2,000"
IRF4,1870,17.3659477233887,Yes,No,"GeneCards top 2,000"
USP2-AS1,1871,17.3637065887451,Yes,No,"GeneCards top 2,000"
NOP10,1872,17.3626136779785,Yes,No,"GeneCards top 2,000"
HMMR-AS1,1873,17.3542900085449,Yes,No,"GeneCards top 2,000"
NRON,1874,17.350772857666,Yes,No,"GeneCards top 2,000"
CAT,1875,17.337516784668,Yes,No,"GeneCards top 2,000"
AKAP1,1876,17.3372268676758,Yes,No,"GeneCards top 2,000"
MIR20B,1877,17.3364753723145,Yes,No,"GeneCards top 2,000"
TTK,1878,17.3356552124023,Yes,No,"GeneCards top 2,000"
CUL2,1879,17.3261108398438,Yes,No,"GeneCards top 2,000"
VWF,1880,17.3197555541992,Yes,No,"GeneCards top 2,000"
RASGRP1,1881,17.3187656402588,Yes,No,"GeneCards top 2,000"
KLK6,1882,17.3178195953369,Yes,No,"GeneCards top 2,000"
MIR515-1,1883,17.3173313140869,Yes,No,"GeneCards top 2,000"
RASA2,1884,17.3093967437744,Yes,No,"GeneCards top 2,000"
NR4A3,1885,17.3087711334229,Yes,No,"GeneCards top 2,000"
MTHFD1,1886,17.3026905059814,Yes,No,"GeneCards top 2,000"
SPINT1-AS1,1887,17.2953872680664,Yes,No,"GeneCards top 2,000"
MSH5,1888,17.2943248748779,Yes,No,"GeneCards top 2,000"
THBS3,1889,17.2932624816895,Yes,No,"GeneCards top 2,000"
PTGER2,1890,17.2905521392822,Yes,No,"GeneCards top 2,000"
POLH,1891,17.2903785705566,Yes,No,"GeneCards top 2,000"
ETS2,1892,17.288875579834,Yes,No,"GeneCards top 2,000"
SOS2,1893,17.2843799591064,Yes,No,"GeneCards top 2,000"
CUX1,1894,17.2814331054688,Yes,No,"GeneCards top 2,000"
MIR205HG,1895,17.2674121856689,Yes,No,"GeneCards top 2,000"
ABCC3,1896,17.2596569061279,Yes,No,"GeneCards top 2,000"
SLC1A5,1897,17.2592868804932,Yes,No,"GeneCards top 2,000"
CTTN,1898,17.2548351287842,Yes,No,"GeneCards top 2,000"
FGF9,1899,17.2515602111816,Yes,No,"GeneCards top 2,000"
OPCML,1900,17.2441368103027,Yes,No,"GeneCards top 2,000"
LOC126807437,1901,17.243558883667,Yes,No,"GeneCards top 2,000"
SMUG1,1902,17.2426719665527,Yes,No,"GeneCards top 2,000"
HSD17B1,1903,17.2358894348145,Yes,No,"GeneCards top 2,000"
NNMT,1904,17.2329406738281,Yes,No,"GeneCards top 2,000"
DDX41,1905,17.2315940856934,Yes,No,"GeneCards top 2,000"
WIF1,1906,17.2305011749268,Yes,No,"GeneCards top 2,000"
ATG7,1907,17.2202644348145,Yes,No,"GeneCards top 2,000"
INTS3,1908,17.220157623291,Yes,No,"GeneCards top 2,000"
MIR29B1,1909,17.1939086914063,Yes,No,"GeneCards top 2,000"
CCL20,1910,17.1874217987061,Yes,No,"GeneCards top 2,000"
TTTY15,1911,17.1725368499756,Yes,No,"GeneCards top 2,000"
MSN,1912,17.1713199615479,Yes,No,"GeneCards top 2,000"
SGK1,1913,17.1610870361328,Yes,No,"GeneCards top 2,000"
TSSK6,1914,17.1508636474609,Yes,No,"GeneCards top 2,000"
SF3B3,1915,17.1475486755371,Yes,No,"GeneCards top 2,000"
ACVR1,1916,17.1458206176758,Yes,No,"GeneCards top 2,000"
RECQL5,1917,17.1437244415283,Yes,No,"GeneCards top 2,000"
ISG15,1918,17.1436519622803,Yes,No,"GeneCards top 2,000"
TMEM132E,1919,17.1220798492432,Yes,No,"GeneCards top 2,000"
SNORD15A,1920,17.1194248199463,Yes,No,"GeneCards top 2,000"
DUSP6,1921,17.1185626983643,Yes,No,"GeneCards top 2,000"
F2,1922,17.1178646087646,Yes,No,"GeneCards top 2,000"
ZNRF3,1923,17.1174468994141,Yes,No,"GeneCards top 2,000"
RRAS,1924,17.1106986999512,Yes,No,"GeneCards top 2,000"
ADAMTS3,1925,17.1102027893066,Yes,No,"GeneCards top 2,000"
PRSS22,1926,17.1073875427246,Yes,No,"GeneCards top 2,000"
SLC16A4,1927,17.1069450378418,Yes,No,"GeneCards top 2,000"
DNA2,1928,17.102222442627,Yes,No,"GeneCards top 2,000"
RELB,1929,17.095724105835,Yes,No,"GeneCards top 2,000"
LRRK2,1930,17.0838260650635,Yes,No,"GeneCards top 2,000"
VCL,1931,17.0739898681641,Yes,No,"GeneCards top 2,000"
EMX2OS,1932,17.0660877227783,Yes,No,"GeneCards top 2,000"
CDK7,1933,17.0648670196533,Yes,No,"GeneCards top 2,000"
PPRC1,1934,17.0623912811279,Yes,No,"GeneCards top 2,000"
TSHZ3,1935,17.0386390686035,Yes,No,"GeneCards top 2,000"
APTR,1936,17.0375499725342,Yes,No,"GeneCards top 2,000"
MBL2,1937,17.0179615020752,Yes,No,"GeneCards top 2,000"
IFNG-AS1,1938,17.0154762268066,Yes,No,"GeneCards top 2,000"
DCN,1939,17.0096015930176,Yes,No,"GeneCards top 2,000"
CRIPTO,1940,16.9980278015137,Yes,No,"GeneCards top 2,000"
KAT2B,1941,16.9968795776367,Yes,No,"GeneCards top 2,000"
MAPK7,1942,16.995080947876,Yes,No,"GeneCards top 2,000"
GLIS2,1943,16.9941463470459,Yes,No,"GeneCards top 2,000"
IL12B,1944,16.9768562316895,Yes,No,"GeneCards top 2,000"
USP30-AS1,1945,16.974308013916,Yes,No,"GeneCards top 2,000"
MAD2L1,1946,16.9601097106934,Yes,No,"GeneCards top 2,000"
ARNT,1947,16.9564266204834,Yes,No,"GeneCards top 2,000"
ADRB2,1948,16.9521560668945,Yes,No,"GeneCards top 2,000"
NLRP1,1949,16.9144878387451,Yes,No,"GeneCards top 2,000"
SCAI,1950,16.9140338897705,Yes,No,"GeneCards top 2,000"
TGFB3,1951,16.9117126464844,Yes,No,"GeneCards top 2,000"
TUSC8,1952,16.9113311767578,Yes,No,"GeneCards top 2,000"
EPIST,1953,16.9068470001221,Yes,No,"GeneCards top 2,000"
GREB1,1954,16.9040699005127,Yes,No,"GeneCards top 2,000"
C20ORF204,1955,16.8970375061035,Yes,No,"GeneCards top 2,000"
HSF1,1956,16.8898735046387,Yes,No,"GeneCards top 2,000"
LTA,1957,16.8861923217773,Yes,No,"GeneCards top 2,000"
MCM3,1958,16.8841323852539,Yes,No,"GeneCards top 2,000"
